Img_name,Var_name,Band_001,Band_002,Band_003,Band_004,Band_005,Band_006,Band_007,Band_008,Band_009,Band_010,Band_011,Band_012,Band_013,Band_014,Band_015,Band_016,Band_017,Band_018,Band_019,Band_020,Band_021,Band_022,Band_023,Band_024,Band_025,Band_026,Band_027,Band_028,Band_029,Band_030,Band_031,Band_032,Band_033,Band_034,Band_035,Band_036,Band_037,Band_038,Band_039,Band_040,Band_041,Band_042,Band_043,Band_044,Band_045,Band_046,Band_047,Band_048,Band_049,Band_050,Band_051,Band_052,Band_053,Band_054,Band_055,Band_056,Band_057,Band_058,Band_059,Band_060,Band_061,Band_062,Band_063,Band_064,Band_065,Band_066,Band_067,Band_068,Band_069,Band_070,Band_071,Band_072,Band_073,Band_074,Band_075,Band_076,Band_077,Band_078,Band_079,Band_080,Band_081,Band_082,Band_083,Band_084,Band_085,Band_086,Band_087,Band_088,Band_089,Band_090,Band_091,Band_092,Band_093,Band_094,Band_095,Band_096,Band_097,Band_098,Band_099,Band_100,Band_101,Band_102,Band_103,Band_104,Band_105,Band_106,Band_107,Band_108,Band_109,Band_110,Band_111,Band_112,Band_113,Band_114,Band_115,Band_116,Band_117,Band_118,Band_119,Band_120,Band_121,Band_122,Band_123,Band_124,Band_125,Band_126,Band_127,Band_128,Band_129,Band_130,Band_131,Band_132,Band_133,Band_134,Band_135,Band_136,Band_137,Band_138,Band_139,Band_140,Band_141,Band_142,Band_143,Band_144,Band_145,Band_146,Band_147,Band_148,Band_149,Band_150,Band_151,Band_152,Band_153,Band_154,Band_155,Band_156,Band_157,Band_158,Band_159,Band_160,Band_161,Band_162,Band_163,Band_164,Band_165,Band_166,Band_167,Band_168,Band_169,Band_170,Band_171,Band_172,Band_173,Band_174,Band_175,Band_176,Band_177,Band_178,Band_179,Band_180,Band_181,Band_182,Band_183,Band_184,Band_185,Band_186,Band_187,Band_188,Band_189,Band_190,Band_191,Band_192,Band_193,Band_194,Band_195,Band_196,Band_197,Band_198,Band_199,Band_200,Band_201,Band_202,Band_203,Band_204,Band_205,Band_206,Band_207,Band_208,Band_209,Band_210,Band_211,Band_212,Band_213,Band_214,Band_215,Band_216,Band_217,Band_218,Band_219,Band_220,Band_221,Band_222,Band_223,Band_224,Band_225,Band_226,Band_227,Band_228,Band_229,Band_230,Band_231,Band_232,Band_233,Band_234,Band_235,Band_236,Band_237,Band_238,Band_239,Band_240,Band_241,Band_242,Band_243,Band_244,Band_245,Band_246,Band_247,Band_248,Band_249,Band_250,Band_251,Band_252,Band_253,Band_254,Band_255,Band_256
38546,mean,31937.19,32076.68,32182.20,32287.66,32739.13,33258.87,33559.18,33874.65,34304.78,34932.94,35480.60,35832.26,36056.96,36335.58,36670.47,37059.73,37279.21,37325.82,37225.60,37038.80,36889.76,36753.67,36526.87,36172.83,35621.18,35093.20,34512.28,33346.43,31833.55,29816.09,28226.47,27086.39,26394.11,26011.43,25787.15,25609.63,25403.14,25240.13,25140.40,25122.21,25144.96,25249.86,25395.54,25586.19,25766.79,25940.14,26071.06,26145.38,26174.35,26110.87,26020.82,25896.31,25682.39,25392.69,25011.36,24532.24,23962.48,23308.91,22539.39,21691.89,20748.47,19826.39,18911.59,18111.96,17506.34,17004.94,16388.83,15357.90,14064.40,13256.45,11422.16,10021.33,8881.86,8040.47,7372.51,6929.13,6629.91,6431.01,6290.48,6209.69,6159.65,6126.34,6128.94,6211.50,6316.18,6427.54,6576.82,6769.19,6981.12,7180.41,7388.58,7595.11,7800.47,7978.27,8136.73,8291.16,8447.21,8616.16,8769.32,8907.51,9022.82,9119.44,9221.29,9327.43,9410.25,9499.30,9571.50,9641.83,9701.34,9760.54,9806.17,9849.73,9866.70,9879.33,9878.82,9846.80,9797.75,9719.52,9629.18,9500.08,9324.58,9153.49,9026.19,8939.35,8847.31,8701.15,8553.24,8429.20,8311.83,8153.64,7953.20,7744.73,7544.39,7408.67,7288.63,7198.83,7125.77,7058.30,7007.14,6981.25,6877.42,6788.32,6732.66,6584.96,6470.54,6464.16,6174.29,6002.69,5693.94,5235.91,4740.74,4090.75,3269.58,2659.13,2183.56,1872.39,1700.07,1548.30,1462.56,1438.84,1424.61,1421.36,1437.36,1475.15,1523.43,1581.34,1631.30,1676.32,1725.36,1787.16,1848.23,1928.29,2000.99,2073.65,2143.47,2220.89,2268.41,2310.35,2338.50,2388.33,2436.54,2485.51,2526.06,2570.34,2597.65,2628.21,2653.73,2678.45,2695.61,2709.28,2738.66,2759.75,2784.13,2828.51,2855.87,2878.99,2904.22,2904.40,2903.50,2920.03,2922.56,2922.96,2925.76,2922.35,2908.40,2905.76,2894.44,2898.73,2892.38,2881.05,2827.33,2757.52,2685.05,2627.77,2577.21,2531.24,2470.75,2417.13,2365.93,2333.92,2284.94,2235.77,2183.52,2132.11,2055.33,2004.01,1955.78,1894.13,1852.07,1802.85,1751.56,1702.64,1663.48,1626.76,1576.99,1539.03,1501.81,1460.62,1407.33,1369.19,1339.34,1276.20,1227.96,1199.01,1139.08,1117.29,1082.84,1047.95,1018.76,973.93,933.48,917.97,875.95,850.63,817.83,816.55
38546,std_dev,6296.31,6360.07,6405.67,6406.72,6432.18,6497.10,6504.65,6469.31,6480.34,6508.10,6543.60,6531.62,6513.77,6498.48,6505.79,6535.02,6567.81,6562.12,6533.63,6512.77,6495.65,6511.78,6526.16,6512.09,6489.87,6463.36,6459.39,6420.61,6433.79,6416.00,6440.28,6418.88,6393.62,6376.51,6374.10,6370.74,6372.07,6368.32,6362.11,6347.47,6326.57,6295.16,6259.46,6244.00,6222.74,6208.62,6192.83,6172.27,6156.33,6127.55,6103.36,6071.69,6036.37,5997.27,5965.61,5916.84,5887.03,5854.92,5816.95,5764.15,5705.98,5622.77,5542.01,5451.07,5387.45,5344.86,5273.58,5096.34,4848.64,4826.33,4429.32,4124.79,3846.17,3614.49,3407.33,3258.63,3161.37,3088.75,3040.35,3009.91,2991.57,2970.38,2968.46,3004.08,3036.02,3066.26,3104.05,3171.00,3238.97,3297.38,3349.64,3411.84,3465.82,3502.59,3536.27,3574.34,3609.16,3651.52,3684.98,3716.85,3741.27,3752.60,3769.34,3785.22,3789.43,3800.76,3800.09,3796.38,3793.80,3785.02,3779.89,3774.99,3761.73,3749.59,3739.28,3720.51,3698.64,3676.45,3649.11,3616.75,3569.09,3525.60,3497.48,3480.67,3459.27,3418.23,3373.99,3338.03,3301.66,3253.05,3191.52,3122.70,3062.48,3025.08,2991.38,2963.51,2932.47,2905.34,2884.62,2863.01,2822.03,2778.70,2753.75,2685.42,2641.48,2647.77,2550.23,2513.04,2426.72,2289.15,2130.23,1935.10,1635.98,1412.31,1230.43,1099.17,1038.94,967.16,925.35,921.56,913.81,909.20,918.76,935.72,959.76,984.27,1005.63,1026.94,1045.85,1064.14,1092.90,1124.45,1150.96,1181.03,1205.34,1233.62,1254.42,1265.16,1276.13,1289.64,1307.29,1331.17,1346.55,1359.12,1369.76,1377.26,1382.22,1389.82,1392.18,1395.09,1396.02,1401.20,1409.54,1422.00,1428.26,1437.93,1441.93,1434.00,1428.88,1429.75,1422.59,1418.35,1414.74,1409.75,1397.32,1385.61,1378.23,1377.81,1368.63,1358.74,1335.33,1306.98,1281.75,1266.68,1243.52,1228.30,1204.85,1186.13,1165.23,1151.12,1130.75,1110.82,1086.16,1060.73,1034.58,1015.55,990.70,962.39,939.61,920.64,894.18,873.51,853.53,833.63,818.88,795.11,774.58,753.69,735.98,707.61,687.18,665.68,639.61,612.90,594.86,569.09,548.92,528.05,512.50,490.30,465.52,439.26,416.88,388.21,372.84,347.13
38547,mean,33890.14,34083.09,34224.98,34365.12,34839.17,35463.74,35821.07,36143.90,36626.22,37323.62,37901.70,38284.39,38513.91,38807.90,39198.67,39604.05,39865.61,39909.43,39782.77,39594.49,39454.62,39327.38,39115.58,38743.75,38208.21,37678.19,37059.78,35796.87,34159.56,31974.19,30290.93,29077.57,28354.38,27981.30,27770.35,27589.70,27393.62,27234.52,27133.87,27119.58,27149.73,27260.91,27414.44,27603.13,27802.80,27979.53,28120.61,28207.70,28236.22,28183.15,28077.19,27918.21,27676.49,27352.11,26921.35,26408.14,25782.71,25067.35,24242.81,23320.08,22316.89,21334.46,20350.76,19517.45,18872.23,18356.90,17714.27,16592.73,15189.90,14372.75,12444.47,11001.35,9815.43,8951.47,8257.77,7787.61,7473.12,7260.55,7119.35,7044.13,6975.63,6946.59,6960.68,7040.88,7156.05,7288.01,7444.05,7636.55,7861.41,8069.05,8275.62,8499.68,8706.64,8898.54,9060.74,9216.06,9382.69,9549.17,9709.90,9852.74,9966.90,10074.14,10181.28,10273.07,10363.80,10450.92,10526.96,10586.00,10641.83,10693.21,10737.23,10780.22,10802.27,10812.85,10802.40,10763.93,10713.91,10631.80,10526.58,10389.26,10200.89,10024.63,9882.11,9801.16,9699.25,9540.71,9375.97,9232.61,9110.61,8944.26,8725.47,8498.63,8285.82,8140.10,8015.32,7922.31,7840.06,7768.66,7709.60,7673.18,7562.68,7455.60,7396.85,7234.18,7101.35,7113.41,6789.05,6605.56,6274.80,5782.05,5265.21,4589.77,3683.93,3011.59,2483.07,2138.64,1959.28,1785.86,1686.78,1669.77,1653.30,1654.94,1678.18,1709.82,1768.32,1834.28,1887.13,1942.55,1994.57,2059.49,2138.09,2222.98,2305.85,2392.72,2470.33,2551.95,2609.88,2653.41,2690.40,2745.05,2790.42,2851.74,2894.14,2949.33,2976.97,3004.73,3038.92,3055.06,3067.33,3092.10,3106.68,3136.33,3163.12,3209.80,3235.35,3257.93,3286.02,3286.21,3274.61,3289.14,3289.78,3292.36,3291.53,3285.79,3264.37,3248.97,3255.73,3253.68,3247.16,3239.10,3172.69,3094.89,3016.55,2949.15,2903.13,2860.89,2809.10,2727.06,2679.87,2642.63,2587.79,2544.03,2480.58,2423.05,2350.13,2286.83,2235.21,2156.18,2105.97,2056.01,2007.63,1954.05,1905.64,1861.73,1810.50,1761.94,1717.28,1670.13,1622.95,1583.01,1523.92,1477.15,1413.18,1374.01,1325.68,1279.65,1232.68,1207.71,1171.54,1121.75,1081.65,1059.27,1007.28,981.71,959.62,935.02
38547,std_dev,5815.11,5870.48,5906.16,5903.78,5946.91,6004.18,6030.84,6020.57,6027.83,6078.78,6118.77,6138.78,6116.89,6121.20,6144.52,6183.97,6217.94,6229.75,6206.55,6192.07,6186.69,6200.21,6209.79,6202.68,6189.58,6182.19,6176.15,6122.95,6096.74,6025.16,5978.21,5911.19,5860.31,5830.55,5807.03,5792.03,5780.22,5771.36,5760.19,5754.17,5742.25,5726.39,5718.32,5707.75,5705.39,5699.70,5697.66,5691.29,5673.67,5650.93,5626.60,5599.53,5562.90,5519.39,5484.69,5436.26,5397.60,5352.42,5295.28,5217.60,5134.55,5039.76,4933.76,4835.59,4763.70,4716.37,4649.63,4471.56,4243.47,4227.47,3896.36,3664.89,3452.50,3279.21,3120.71,3003.46,2916.49,2856.80,2815.24,2789.28,2764.82,2750.12,2750.44,2765.07,2793.83,2815.84,2840.06,2882.61,2929.91,2965.56,3001.75,3039.82,3075.83,3105.78,3126.29,3144.74,3171.14,3195.96,3218.01,3234.82,3246.84,3257.75,3267.46,3271.21,3274.34,3275.87,3274.33,3268.71,3263.41,3259.09,3253.53,3248.43,3242.83,3230.61,3216.43,3198.10,3183.96,3162.39,3139.16,3108.00,3065.58,3028.13,2997.72,2985.00,2970.71,2934.93,2896.87,2859.58,2831.41,2791.20,2738.27,2689.81,2638.78,2609.43,2585.61,2562.49,2541.18,2518.76,2496.68,2481.55,2443.10,2408.29,2387.92,2335.10,2292.34,2304.03,2220.13,2193.23,2131.44,2026.14,1911.84,1778.98,1532.83,1352.98,1198.84,1084.09,1030.36,967.88,931.23,932.38,923.90,922.51,934.24,946.15,967.16,989.64,1005.05,1020.43,1030.96,1048.91,1070.80,1096.59,1122.22,1147.94,1171.62,1195.59,1203.59,1212.25,1219.87,1232.04,1242.33,1257.18,1270.14,1278.47,1283.34,1288.11,1287.69,1287.80,1282.83,1282.26,1283.74,1283.55,1288.25,1296.25,1298.54,1302.84,1303.06,1297.60,1290.14,1284.89,1276.85,1272.05,1263.25,1254.80,1246.19,1232.61,1225.96,1226.64,1221.69,1212.05,1193.79,1170.71,1147.89,1128.56,1114.12,1105.92,1088.49,1069.64,1049.95,1038.18,1027.12,1011.33,995.13,977.03,955.94,936.09,913.42,892.10,867.46,855.21,837.20,820.11,803.17,781.26,766.38,749.64,731.03,709.83,697.20,676.92,656.11,636.81,613.94,591.76,575.30,553.31,532.93,520.97,503.18,489.03,462.80,445.74,417.31,397.18,374.14,355.85
38548,mean,30529.14,30657.76,30823.72,30969.77,31440.68,32032.22,32402.53,32771.63,33267.95,33953.77,34542.82,34935.96,35226.35,35512.05,35912.76,36290.02,36537.47,36599.54,36470.13,36295.49,36122.14,35960.83,35719.46,35325.91,34777.84,34201.91,33532.80,32232.24,30485.97,28208.23,26417.12,25188.92,24483.79,24121.46,23922.95,23763.77,23581.98,23432.17,23346.56,23353.96,23403.47,23526.00,23690.47,23889.81,24087.35,24263.07,24411.40,24517.89,24549.98,24514.99,24412.29,24264.57,24031.08,23712.66,23295.76,22772.15,22130.38,21415.85,20570.87,19660.56,18661.92,17688.28,16751.26,15938.67,15329.17,14816.70,14206.46,13200.43,11946.06,11124.48,9451.52,8192.70,7203.19,6477.90,5930.18,5552.10,5299.94,5142.11,5030.26,4973.96,4918.98,4889.17,4904.57,4964.69,5049.41,5145.98,5270.40,5432.30,5603.97,5781.32,5947.79,6130.26,6313.61,6467.86,6619.62,6758.78,6904.87,7057.47,7194.88,7334.83,7442.36,7538.34,7647.86,7738.53,7832.36,7920.68,8000.70,8075.76,8132.64,8202.67,8244.75,8296.00,8324.66,8344.04,8343.06,8310.35,8268.61,8207.46,8115.14,8010.90,7852.81,7716.22,7603.28,7529.69,7441.33,7295.81,7173.04,7054.61,6944.59,6808.85,6618.13,6426.67,6244.39,6116.65,6012.25,5921.33,5857.77,5801.35,5753.38,5729.93,5647.93,5568.18,5519.42,5394.55,5297.20,5294.66,5035.14,4877.18,4600.35,4204.71,3781.37,3250.42,2575.40,2087.21,1724.20,1492.83,1376.58,1260.98,1187.95,1181.20,1167.67,1168.95,1181.32,1198.64,1238.07,1276.00,1307.22,1340.05,1376.55,1420.14,1467.68,1524.50,1582.09,1631.57,1688.46,1742.33,1781.53,1809.89,1833.02,1871.18,1900.22,1944.41,1968.51,2000.79,2023.65,2041.93,2069.11,2082.37,2086.58,2110.78,2121.33,2145.96,2163.49,2200.24,2224.99,2244.34,2265.78,2274.36,2271.00,2282.18,2289.45,2294.84,2300.38,2290.61,2280.86,2271.39,2282.24,2279.10,2262.61,2265.04,2209.50,2155.97,2085.58,2030.29,2001.70,1971.23,1930.91,1881.22,1840.04,1825.32,1782.81,1749.19,1711.02,1661.03,1617.78,1559.73,1514.11,1474.93,1426.87,1390.84,1363.18,1338.90,1306.29,1263.17,1246.65,1200.62,1184.27,1151.29,1114.85,1100.72,1042.25,1035.13,988.97,955.12,937.64,892.94,875.76,853.59,832.84,817.39,772.45,775.44,732.15,717.91,717.40,697.61
38548,std_dev,6884.17,6951.42,6985.76,6985.64,7017.06,7069.09,7067.06,7013.26,7000.95,7023.08,7026.92,6995.13,6943.66,6915.74,6912.54,6925.50,6943.27,6926.20,6907.18,6866.29,6866.10,6879.79,6903.49,6907.76,6884.08,6884.61,6901.72,6898.05,6968.05,6943.60,6944.27,6885.77,6832.30,6801.82,6781.06,6774.74,6768.81,6754.10,6743.68,6721.16,6702.76,6685.25,6670.52,6660.24,6652.81,6642.39,6630.15,6620.49,6603.07,6571.35,6550.47,6510.91,6469.47,6429.87,6380.67,6328.20,6269.84,6211.15,6136.44,6035.31,5917.87,5779.22,5641.00,5500.62,5394.16,5319.37,5209.80,4970.29,4662.59,4536.30,4065.72,3700.76,3386.23,3138.78,2933.21,2799.93,2696.56,2634.61,2594.21,2573.30,2550.38,2532.07,2534.74,2564.58,2599.51,2637.49,2678.27,2741.48,2802.27,2855.93,2916.39,2973.22,3030.77,3087.08,3126.76,3172.22,3212.87,3263.64,3308.31,3345.46,3376.55,3395.94,3424.43,3442.37,3456.81,3474.51,3478.22,3488.45,3494.41,3492.05,3501.12,3501.06,3502.87,3500.75,3488.63,3476.56,3458.84,3436.91,3409.32,3374.59,3328.81,3280.70,3248.16,3232.98,3203.64,3161.05,3116.64,3080.46,3040.38,2991.12,2925.60,2854.75,2792.75,2746.54,2708.21,2678.24,2651.38,2625.59,2606.36,2591.21,2552.62,2510.69,2488.28,2428.13,2383.83,2392.20,2289.24,2241.40,2151.89,2009.19,1852.23,1653.65,1373.05,1172.81,1012.64,909.85,867.49,813.51,782.31,779.42,780.88,777.11,788.74,798.71,817.64,835.28,846.30,859.91,872.70,887.60,906.60,929.28,947.90,974.11,995.78,1022.72,1034.30,1046.75,1055.94,1070.11,1088.83,1107.86,1123.83,1140.86,1149.92,1160.20,1163.50,1171.16,1177.03,1175.94,1183.21,1190.57,1196.02,1207.39,1214.83,1222.01,1222.03,1225.56,1215.46,1216.27,1215.45,1216.07,1211.53,1201.80,1190.36,1178.07,1171.34,1166.94,1164.26,1155.62,1136.45,1111.49,1079.49,1059.92,1047.38,1043.56,1022.77,1006.73,987.56,971.29,954.59,938.41,922.27,906.36,874.74,855.91,832.33,807.88,784.99,769.93,755.57,736.60,718.71,696.27,680.10,664.39,643.64,629.44,615.03,595.94,579.44,560.83,543.02,519.22,497.51,479.05,461.69,448.03,436.30,419.74,399.60,384.78,355.41,341.08,322.20,303.84
38549,mean,34717.33,34919.73,35063.46,35229.03,35684.87,36300.76,36629.36,36916.03,37411.65,38062.09,38621.96,38973.28,39224.03,39476.99,39866.68,40238.62,40500.84,40571.77,40398.23,40233.41,40085.28,39951.82,39749.94,39375.21,38819.04,38267.32,37669.65,36453.37,34912.80,32792.01,31159.43,29996.97,29302.18,28957.68,28756.46,28615.52,28450.56,28313.19,28240.29,28231.25,28273.24,28356.53,28483.91,28651.46,28833.33,29003.13,29123.78,29216.73,29232.05,29175.52,29051.31,28901.85,28652.30,28333.89,27908.17,27384.88,26752.31,26041.01,25204.01,24273.00,23243.43,22234.92,21231.62,20363.12,19700.90,19180.82,18517.42,17348.52,15866.65,14978.80,12912.58,11350.08,10076.83,9120.64,8387.19,7894.36,7550.54,7332.07,7189.77,7108.84,7050.19,7014.69,7037.30,7127.63,7261.62,7404.22,7587.59,7822.35,8074.99,8317.02,8559.32,8808.23,9047.43,9271.98,9459.32,9645.39,9839.99,10031.33,10218.38,10391.54,10527.78,10652.82,10776.77,10894.48,10995.37,11101.40,11186.47,11264.84,11323.70,11384.59,11432.42,11477.25,11501.89,11513.54,11501.26,11457.44,11398.37,11320.59,11206.60,11064.80,10878.15,10699.74,10553.13,10477.12,10363.63,10194.11,10020.30,9873.12,9729.23,9548.45,9311.90,9063.08,8825.52,8656.57,8521.45,8409.82,8315.51,8236.45,8173.30,8139.32,8013.73,7897.77,7826.72,7647.53,7502.18,7509.22,7156.79,6945.77,6581.36,6036.57,5453.39,4701.53,3721.34,2995.61,2445.10,2087.89,1902.15,1738.81,1643.81,1626.60,1608.67,1610.70,1637.06,1668.59,1727.10,1791.84,1843.85,1901.23,1959.69,2032.99,2112.46,2194.25,2281.97,2375.23,2462.64,2548.50,2605.85,2660.67,2707.04,2769.02,2828.46,2893.77,2950.34,3001.65,3046.40,3083.09,3118.05,3144.62,3174.36,3205.50,3225.27,3259.02,3295.24,3340.10,3372.19,3419.20,3435.68,3442.15,3446.20,3448.31,3456.72,3470.44,3462.13,3456.99,3432.82,3416.37,3414.86,3410.36,3401.62,3384.21,3320.61,3237.36,3144.26,3082.81,3043.62,2991.42,2933.90,2870.54,2809.69,2763.91,2721.08,2656.60,2583.70,2513.45,2442.11,2379.27,2297.52,2240.17,2163.00,2122.45,2061.22,2016.29,1969.74,1902.76,1860.34,1805.15,1751.88,1697.74,1658.52,1605.37,1541.93,1501.49,1441.88,1383.84,1332.91,1286.49,1243.30,1198.55,1173.84,1145.32,1103.14,1052.67,1014.62,981.70,943.07,935.06
38549,std_dev,7295.62,7349.61,7379.49,7393.86,7448.93,7533.08,7564.90,7576.68,7595.94,7676.24,7741.73,7767.39,7765.98,7768.60,7815.06,7872.48,7904.76,7911.83,7882.80,7851.54,7827.47,7841.50,7842.32,7819.45,7768.57,7735.27,7703.58,7586.27,7492.02,7295.10,7173.65,7042.28,6952.80,6913.30,6879.69,6870.16,6853.56,6835.45,6824.02,6810.71,6807.19,6789.47,6782.82,6778.28,6777.82,6781.74,6786.50,6776.75,6761.37,6739.26,6710.91,6674.54,6625.67,6567.87,6512.41,6441.91,6362.81,6277.24,6178.03,6055.53,5932.57,5788.01,5643.92,5514.45,5419.84,5349.08,5252.18,5033.41,4738.93,4672.60,4239.54,3924.17,3639.00,3407.87,3207.49,3062.71,2959.57,2888.98,2831.66,2803.09,2776.08,2761.73,2761.10,2789.88,2819.36,2852.93,2896.65,2951.84,3021.41,3075.81,3130.31,3187.33,3234.66,3283.01,3311.86,3346.66,3383.47,3421.08,3460.94,3490.33,3511.57,3528.26,3551.13,3566.54,3575.85,3586.61,3595.12,3593.67,3597.58,3596.89,3599.87,3604.09,3599.03,3590.24,3581.51,3568.29,3552.38,3532.90,3506.24,3468.35,3419.17,3371.75,3341.66,3324.11,3302.37,3262.45,3218.24,3179.41,3144.02,3095.48,3032.72,2966.52,2905.37,2866.22,2834.73,2801.40,2776.19,2749.89,2731.50,2717.02,2675.15,2634.55,2607.85,2548.65,2503.59,2513.29,2416.53,2376.50,2296.42,2160.84,2017.88,1827.83,1532.61,1309.73,1131.15,1014.81,956.94,896.36,860.25,863.38,863.01,861.15,872.68,885.47,905.88,925.95,943.41,960.33,975.21,997.00,1016.50,1046.24,1074.15,1102.64,1126.53,1156.05,1169.37,1181.14,1195.63,1209.99,1226.92,1248.36,1265.29,1278.98,1285.03,1297.20,1301.17,1309.25,1305.83,1311.93,1316.47,1319.85,1328.18,1337.25,1347.17,1354.89,1357.72,1349.89,1345.07,1345.67,1337.20,1339.10,1330.33,1325.16,1306.41,1300.67,1293.87,1288.55,1283.59,1274.45,1256.30,1225.90,1195.25,1181.67,1163.33,1152.04,1128.18,1112.67,1089.11,1080.87,1066.80,1050.40,1026.96,1002.58,981.90,953.78,931.75,908.27,885.03,870.84,850.26,831.83,810.93,790.90,770.53,748.73,735.13,710.24,695.72,672.76,651.75,636.50,611.25,589.26,563.68,553.06,531.34,510.57,495.44,472.66,455.52,428.42,408.21,391.52,369.77,349.90
38550,mean,31581.16,31795.60,31955.86,32147.23,32610.13,33169.90,33561.71,33871.81,34339.27,34977.34,35530.76,35911.80,36142.21,36420.41,36775.81,37128.83,37368.39,37407.53,37289.34,37110.37,36938.82,36801.28,36576.80,36224.58,35696.22,35159.56,34572.42,33380.12,31807.83,29713.63,28075.40,26952.88,26305.99,25992.58,25827.08,25696.21,25547.00,25411.41,25345.40,25355.28,25384.32,25486.76,25619.42,25770.99,25945.33,26105.94,26234.65,26318.08,26340.85,26275.86,26168.80,26020.13,25782.40,25448.57,25036.99,24522.33,23899.77,23202.45,22385.23,21492.47,20514.58,19571.38,18645.08,17833.53,17228.18,16732.02,16100.42,15041.92,13739.33,12912.90,11106.24,9757.38,8656.26,7841.96,7202.73,6786.97,6498.82,6319.81,6184.18,6109.76,6065.24,6031.85,6050.13,6127.34,6236.29,6356.84,6507.43,6700.45,6912.24,7113.07,7318.59,7530.45,7734.36,7918.60,8087.26,8242.76,8404.12,8577.48,8734.24,8885.15,9004.51,9113.06,9219.40,9319.49,9412.21,9507.50,9579.33,9656.14,9711.69,9769.03,9814.52,9855.66,9874.61,9888.51,9878.71,9844.84,9789.29,9718.34,9623.83,9508.33,9341.82,9183.74,9063.79,8984.83,8889.64,8742.26,8589.76,8453.29,8324.73,8162.22,7948.14,7732.85,7527.67,7382.52,7249.13,7151.53,7070.10,7001.77,6945.62,6905.30,6802.69,6706.17,6644.52,6496.80,6378.22,6364.49,6066.00,5886.70,5574.52,5111.29,4623.67,3981.58,3165.61,2567.38,2098.24,1797.73,1640.91,1497.98,1418.06,1402.67,1384.69,1387.22,1402.92,1439.02,1489.43,1541.33,1584.75,1629.12,1674.69,1732.76,1797.52,1874.61,1942.84,2018.61,2083.41,2163.42,2210.90,2254.08,2286.64,2338.19,2381.37,2432.15,2472.77,2518.73,2545.12,2572.74,2602.03,2623.59,2639.48,2660.62,2688.38,2704.45,2738.22,2778.36,2806.28,2834.45,2855.65,2861.52,2857.58,2874.45,2879.26,2875.53,2880.18,2868.30,2853.53,2845.06,2838.63,2834.39,2829.84,2817.25,2752.54,2686.07,2611.10,2559.00,2511.44,2470.15,2411.26,2357.11,2310.14,2281.00,2231.49,2180.12,2137.22,2075.32,2004.65,1953.05,1894.20,1835.00,1784.69,1742.30,1702.04,1645.33,1603.74,1567.25,1511.72,1483.11,1435.98,1397.39,1349.22,1309.74,1276.02,1222.45,1172.72,1138.16,1089.54,1064.14,1026.56,998.06,970.63,923.49,891.82,877.61,833.31,813.97,777.30,778.77
38550,std_dev,6423.24,6495.02,6525.38,6532.45,6600.51,6680.03,6713.31,6722.65,6764.13,6822.59,6897.72,6917.93,6918.51,6929.51,6962.19,7013.40,7052.41,7060.58,7035.51,7005.74,6987.90,6981.93,6987.64,6952.36,6920.51,6878.56,6838.68,6733.01,6620.57,6432.93,6314.33,6209.15,6140.86,6102.96,6084.83,6074.37,6058.60,6044.01,6036.74,6030.37,6026.78,6014.35,6014.54,6009.22,6009.98,6013.09,6010.70,6004.61,5999.18,5971.29,5951.74,5916.60,5874.72,5818.95,5763.95,5691.84,5620.12,5539.80,5446.55,5339.86,5226.40,5101.92,4974.52,4850.76,4769.24,4703.72,4620.51,4424.28,4176.17,4123.59,3762.22,3500.62,3263.61,3076.48,2910.63,2799.36,2718.44,2667.14,2626.76,2598.44,2582.35,2566.03,2569.34,2587.50,2618.86,2645.92,2674.47,2720.48,2770.01,2813.83,2854.29,2894.46,2938.34,2973.15,3001.24,3022.22,3051.67,3084.16,3109.40,3136.53,3155.02,3165.02,3175.98,3182.62,3192.61,3198.02,3202.21,3202.53,3201.20,3203.36,3203.12,3202.31,3194.74,3191.29,3177.61,3167.09,3148.39,3126.99,3100.36,3073.55,3031.17,2990.62,2961.34,2949.40,2928.66,2896.85,2859.53,2824.88,2790.08,2747.80,2693.90,2638.85,2590.15,2551.45,2520.76,2497.22,2476.89,2453.55,2430.22,2414.39,2377.45,2343.33,2320.84,2270.22,2236.00,2240.99,2158.75,2123.12,2048.51,1943.49,1823.01,1668.63,1421.72,1246.89,1099.74,992.55,948.36,893.86,862.41,866.36,864.07,863.82,871.95,888.27,906.86,923.08,938.67,949.24,959.37,978.25,1000.16,1025.77,1047.19,1067.64,1091.17,1113.61,1125.68,1136.60,1142.75,1153.23,1171.05,1190.80,1200.85,1212.78,1220.38,1224.94,1226.48,1230.14,1229.83,1230.90,1230.63,1235.19,1238.42,1248.14,1254.50,1261.52,1261.72,1251.06,1244.35,1244.82,1242.20,1236.98,1229.89,1219.63,1205.99,1196.82,1183.77,1179.10,1178.14,1173.78,1153.88,1131.09,1110.54,1093.31,1085.58,1072.40,1056.45,1038.06,1018.82,1008.29,991.14,974.64,959.97,944.62,928.38,906.26,881.80,864.94,839.36,829.87,812.56,789.50,772.41,748.89,733.73,713.77,697.76,682.88,664.72,645.64,630.24,608.73,587.41,566.62,545.85,531.61,505.74,495.77,485.52,462.91,439.80,419.05,402.22,376.01,352.76,336.19
