Img_name,Var_name,Band_001,Band_002,Band_003,Band_004,Band_005,Band_006,Band_007,Band_008,Band_009,Band_010,Band_011,Band_012,Band_013,Band_014,Band_015,Band_016,Band_017,Band_018,Band_019,Band_020,Band_021,Band_022,Band_023,Band_024,Band_025,Band_026,Band_027,Band_028,Band_029,Band_030,Band_031,Band_032,Band_033,Band_034,Band_035,Band_036,Band_037,Band_038,Band_039,Band_040,Band_041,Band_042,Band_043,Band_044,Band_045,Band_046,Band_047,Band_048,Band_049,Band_050,Band_051,Band_052,Band_053,Band_054,Band_055,Band_056,Band_057,Band_058,Band_059,Band_060,Band_061,Band_062,Band_063,Band_064,Band_065,Band_066,Band_067,Band_068,Band_069,Band_070,Band_071,Band_072,Band_073,Band_074,Band_075,Band_076,Band_077,Band_078,Band_079,Band_080,Band_081,Band_082,Band_083,Band_084,Band_085,Band_086,Band_087,Band_088,Band_089,Band_090,Band_091,Band_092,Band_093,Band_094,Band_095,Band_096,Band_097,Band_098,Band_099,Band_100,Band_101,Band_102,Band_103,Band_104,Band_105,Band_106,Band_107,Band_108,Band_109,Band_110,Band_111,Band_112,Band_113,Band_114,Band_115,Band_116,Band_117,Band_118,Band_119,Band_120,Band_121,Band_122,Band_123,Band_124,Band_125,Band_126,Band_127,Band_128,Band_129,Band_130,Band_131,Band_132,Band_133,Band_134,Band_135,Band_136,Band_137,Band_138,Band_139,Band_140,Band_141,Band_142,Band_143,Band_144,Band_145,Band_146,Band_147,Band_148,Band_149,Band_150,Band_151,Band_152,Band_153,Band_154,Band_155,Band_156,Band_157,Band_158,Band_159,Band_160,Band_161,Band_162,Band_163,Band_164,Band_165,Band_166,Band_167,Band_168,Band_169,Band_170,Band_171,Band_172,Band_173,Band_174,Band_175,Band_176,Band_177,Band_178,Band_179,Band_180,Band_181,Band_182,Band_183,Band_184,Band_185,Band_186,Band_187,Band_188,Band_189,Band_190,Band_191,Band_192,Band_193,Band_194,Band_195,Band_196,Band_197,Band_198,Band_199,Band_200,Band_201,Band_202,Band_203,Band_204,Band_205,Band_206,Band_207,Band_208,Band_209,Band_210,Band_211,Band_212,Band_213,Band_214,Band_215,Band_216,Band_217,Band_218,Band_219,Band_220,Band_221,Band_222,Band_223,Band_224,Band_225,Band_226,Band_227,Band_228,Band_229,Band_230,Band_231,Band_232,Band_233,Band_234,Band_235,Band_236,Band_237,Band_238,Band_239,Band_240,Band_241,Band_242,Band_243,Band_244,Band_245,Band_246,Band_247,Band_248,Band_249,Band_250,Band_251,Band_252,Band_253,Band_254,Band_255,Band_256
38528,std_dev,7007.46,7027.83,7066.51,7046.67,7107.03,7202.99,7233.33,7257.35,7297.79,7379.44,7454.54,7485.83,7514.55,7518.90,7584.21,7643.23,7680.75,7706.62,7686.65,7664.50,7646.82,7656.02,7658.92,7638.16,7602.69,7559.43,7524.02,7397.95,7244.73,6980.57,6773.82,6585.08,6432.40,6351.33,6287.93,6244.19,6200.30,6162.91,6130.44,6114.19,6114.24,6115.70,6133.69,6149.26,6171.26,6191.30,6206.71,6205.77,6204.00,6192.72,6167.50,6139.56,6098.62,6048.66,5991.30,5923.92,5842.34,5748.89,5634.94,5499.78,5363.07,5210.12,5057.14,4917.63,4824.60,4758.42,4656.64,4452.60,4199.46,4137.95,3768.37,3490.46,3243.21,3032.53,2854.61,2727.75,2633.91,2568.68,2522.70,2492.30,2477.62,2457.72,2458.03,2476.32,2501.60,2526.89,2562.88,2609.28,2653.01,2703.10,2746.23,2784.03,2817.59,2848.43,2876.81,2899.39,2929.23,2951.87,2973.53,2998.75,3014.23,3022.07,3033.27,3038.34,3044.52,3052.67,3052.05,3058.97,3054.67,3055.31,3060.34,3058.77,3050.22,3046.80,3045.97,3035.42,3019.68,2995.65,2974.05,2939.03,2897.27,2856.17,2820.87,2810.92,2792.35,2760.13,2724.98,2699.64,2670.18,2632.38,2581.61,2534.06,2487.82,2455.91,2428.39,2404.19,2386.47,2371.48,2354.31,2345.19,2306.27,2271.30,2258.04,2210.68,2177.27,2182.18,2100.98,2071.58,2013.00,1902.88,1793.22,1637.29,1388.47,1198.10,1038.03,926.96,870.96,815.53,782.59,781.91,775.84,772.73,784.01,797.34,817.61,836.47,851.19,865.91,879.42,903.49,924.67,947.75,966.56,994.25,1018.01,1041.11,1058.28,1068.31,1078.96,1088.69,1102.12,1115.55,1126.97,1139.63,1143.61,1148.99,1156.54,1161.11,1155.92,1158.54,1160.56,1164.63,1171.99,1182.44,1188.86,1196.23,1196.72,1193.66,1187.63,1185.06,1181.43,1178.70,1178.67,1170.02,1156.17,1151.76,1142.30,1136.41,1134.30,1131.96,1114.61,1093.08,1068.33,1052.35,1034.45,1019.65,1010.05,989.26,974.06,966.06,947.53,936.62,920.29,904.79,885.72,866.87,843.90,826.42,805.97,787.00,772.88,757.00,737.51,717.60,699.47,684.13,673.47,651.66,632.23,618.85,600.78,584.36,558.63,539.49,517.71,499.08,485.21,469.63,457.99,439.80,419.05,397.65,368.59,355.76,344.44,324.08
38530,mean,32186.47,32329.28,32476.81,32619.88,33048.92,33578.20,33905.66,34181.41,34619.81,35204.66,35734.56,36084.01,36292.77,36579.21,36911.15,37286.69,37532.69,37590.68,37514.17,37349.70,37246.61,37135.75,36948.13,36605.88,36071.63,35537.40,34984.79,33901.62,32522.36,30626.65,29136.85,28039.39,27359.69,27014.97,26807.96,26644.72,26473.52,26326.25,26227.05,26211.15,26238.47,26332.23,26457.87,26620.29,26809.04,26978.01,27121.74,27209.05,27234.97,27182.61,27090.29,26982.85,26781.56,26520.47,26146.18,25684.97,25101.87,24442.86,23660.73,22786.92,21801.21,20823.92,19839.34,18980.64,18322.11,17776.34,17092.76,15956.46,14545.46,13581.26,11504.98,9900.07,8589.14,7641.62,6913.80,6438.25,6108.00,5897.15,5744.79,5664.55,5598.34,5559.75,5565.02,5638.61,5739.69,5869.09,6025.10,6225.83,6449.91,6666.55,6897.46,7140.12,7374.94,7597.78,7791.77,7988.83,8188.58,8390.45,8582.14,8759.46,8908.47,9042.07,9174.92,9299.87,9424.37,9546.77,9662.49,9767.15,9852.96,9939.02,10001.90,10067.45,10103.53,10128.45,10125.49,10086.65,10036.44,9957.29,9852.33,9737.28,9564.41,9405.47,9280.19,9198.27,9087.71,8927.58,8773.41,8646.36,8511.60,8335.45,8107.48,7868.34,7635.63,7472.96,7328.01,7222.54,7141.28,7076.14,7028.80,6999.24,6904.96,6810.17,6750.99,6605.45,6488.04,6485.36,6164.58,5958.45,5599.49,5070.80,4507.32,3781.23,2930.57,2325.25,1901.57,1645.40,1514.11,1391.40,1315.96,1303.73,1283.82,1273.96,1286.33,1305.00,1339.39,1374.87,1407.66,1437.01,1473.56,1514.47,1566.08,1625.77,1686.03,1751.06,1810.14,1871.34,1919.41,1952.47,1983.51,2022.69,2062.52,2105.08,2136.50,2177.37,2195.31,2220.50,2254.66,2275.91,2286.38,2309.11,2334.75,2362.57,2389.71,2440.65,2470.94,2496.26,2532.97,2555.14,2556.05,2579.02,2594.99,2601.32,2619.85,2618.32,2604.00,2603.54,2610.02,2614.24,2601.20,2591.24,2531.21,2447.55,2373.42,2291.67,2235.43,2194.80,2133.47,2067.16,2025.65,2006.83,1960.23,1916.06,1866.77,1808.00,1740.99,1679.88,1624.82,1565.62,1523.30,1487.28,1461.18,1399.53,1368.66,1342.51,1299.97,1263.30,1231.14,1203.64,1157.10,1136.85,1096.97,1051.05,1005.21,987.52,946.65,911.73,877.34,863.54,834.10,801.99,774.29,755.18,724.45,712.02,700.57,701.78
38530,std_dev,5932.99,5963.85,5990.79,6000.40,6051.91,6141.18,6174.98,6191.22,6246.57,6333.40,6414.93,6467.59,6499.26,6511.71,6581.34,6649.53,6693.77,6715.41,6699.77,6676.03,6658.60,6650.34,6642.92,6616.36,6571.21,6531.47,6466.98,6318.77,6154.60,5941.78,5813.24,5678.67,5599.52,5552.24,5512.49,5491.32,5467.58,5447.16,5433.77,5411.64,5396.95,5377.59,5382.13,5383.22,5391.62,5398.85,5403.87,5396.61,5392.23,5378.59,5365.47,5337.83,5297.16,5256.45,5218.77,5166.80,5110.42,5056.48,4979.43,4898.50,4802.92,4693.28,4585.17,4491.87,4421.88,4367.69,4291.74,4125.46,3923.27,3896.56,3567.72,3330.17,3116.72,2942.24,2777.31,2655.47,2564.38,2512.06,2466.23,2437.09,2407.44,2385.05,2381.20,2395.44,2410.37,2427.56,2454.59,2495.06,2538.60,2567.68,2606.42,2644.18,2677.43,2704.46,2716.46,2737.87,2761.04,2781.67,2808.57,2827.35,2838.80,2842.60,2847.93,2854.79,2864.10,2868.11,2877.55,2878.84,2882.20,2884.35,2887.72,2891.11,2886.36,2883.37,2874.36,2862.54,2845.07,2825.99,2801.95,2774.45,2732.94,2692.80,2663.08,2651.81,2631.64,2598.03,2569.18,2541.76,2514.32,2482.99,2441.41,2397.08,2353.67,2323.92,2294.74,2282.40,2261.48,2246.86,2234.44,2224.10,2196.33,2163.83,2144.85,2099.61,2070.18,2084.56,2002.77,1979.85,1922.78,1825.05,1727.93,1588.84,1360.72,1194.63,1048.81,944.72,896.53,839.71,803.19,801.70,795.64,795.03,799.92,810.67,825.35,839.66,854.63,864.33,872.38,890.11,908.56,931.66,955.96,979.80,1002.75,1020.91,1034.31,1041.56,1043.74,1052.59,1066.14,1077.51,1077.67,1082.79,1085.84,1087.39,1087.57,1092.05,1084.27,1081.28,1078.94,1079.77,1085.62,1091.12,1099.37,1106.94,1112.51,1111.54,1112.23,1113.81,1109.24,1105.06,1103.90,1092.08,1081.10,1075.42,1073.50,1071.37,1063.42,1063.62,1040.68,1017.65,999.38,979.44,958.39,943.79,931.20,919.32,894.44,890.88,879.74,870.94,855.46,843.50,820.67,794.82,774.07,759.46,742.23,729.05,713.63,696.80,681.07,669.44,648.56,637.34,618.18,609.35,591.32,573.30,553.80,535.06,520.95,496.70,476.29,458.28,445.37,433.20,408.48,399.16,372.02,356.39,338.70,317.60,310.74,287.93
38531,mean,32652.66,32811.97,32984.54,33106.20,33537.19,34122.91,34416.97,34746.81,35211.07,35836.36,36382.72,36718.56,36973.51,37221.60,37589.19,37970.46,38208.82,38272.98,38133.11,37968.38,37818.49,37683.31,37506.36,37129.63,36586.63,36036.71,35450.51,34295.75,32760.98,30691.88,29070.47,27919.90,27249.38,26886.32,26688.31,26530.97,26339.71,26201.76,26096.67,26102.92,26145.63,26248.91,26405.68,26595.10,26780.23,26953.25,27085.61,27168.02,27183.77,27135.69,27016.51,26879.08,26648.05,26333.06,25920.80,25395.84,24780.75,24082.86,23253.81,22360.81,21348.92,20376.73,19407.76,18567.79,17932.98,17413.91,16785.59,15688.27,14308.08,13468.10,11563.40,10153.92,9012.67,8180.54,7531.26,7088.01,6799.58,6606.16,6470.39,6395.08,6329.80,6301.01,6316.57,6402.13,6511.10,6633.00,6786.07,6983.92,7205.19,7410.70,7613.76,7836.64,8049.74,8243.78,8411.28,8568.25,8742.69,8916.98,9079.41,9228.79,9353.14,9458.96,9566.79,9670.91,9760.84,9844.49,9927.14,9993.68,10045.49,10092.87,10131.39,10177.13,10193.08,10205.54,10193.65,10153.66,10104.95,10021.80,9922.40,9795.37,9617.72,9461.74,9321.19,9243.28,9144.74,8991.85,8840.50,8695.24,8568.31,8407.66,8192.77,7969.51,7755.11,7614.08,7486.07,7385.89,7312.16,7240.31,7181.86,7146.09,7040.04,6938.33,6877.76,6722.89,6594.26,6594.21,6281.41,6094.96,5773.33,5297.10,4788.13,4136.82,3297.49,2687.72,2210.63,1912.67,1756.37,1610.74,1530.36,1507.21,1490.93,1496.50,1510.84,1540.49,1586.78,1643.97,1686.61,1734.97,1782.05,1839.34,1907.04,1979.82,2049.82,2125.99,2196.05,2271.49,2326.72,2370.32,2404.95,2447.18,2502.17,2556.67,2605.89,2651.01,2684.12,2716.18,2743.70,2769.40,2785.31,2809.86,2833.27,2857.08,2888.46,2926.08,2947.34,2987.93,3000.33,3008.50,3003.84,3008.93,3021.57,3020.12,3021.39,3012.76,2990.39,2985.18,2987.24,2991.24,2975.86,2972.49,2914.42,2852.09,2772.59,2710.49,2674.44,2634.45,2574.23,2512.81,2460.39,2422.45,2377.54,2320.56,2272.28,2213.05,2142.65,2093.58,2027.71,1971.28,1914.68,1862.12,1822.00,1774.74,1730.56,1685.23,1640.87,1602.98,1556.81,1511.69,1469.92,1426.51,1382.95,1339.71,1292.15,1250.18,1204.68,1180.29,1129.27,1104.45,1083.64,1028.87,1016.55,974.59,925.08,907.17,889.31,890.80
38531,std_dev,8086.63,8144.49,8198.77,8201.17,8288.29,8415.19,8475.07,8510.99,8579.64,8693.22,8795.80,8848.61,8865.96,8895.11,8957.33,9033.56,9096.87,9099.58,9072.92,9026.72,9004.99,8982.75,8973.26,8924.96,8857.36,8800.53,8716.75,8508.46,8264.43,7884.60,7601.09,7377.49,7240.10,7169.99,7129.16,7095.75,7064.98,7028.11,7008.90,7005.04,7005.72,7000.87,7015.42,7030.17,7044.41,7053.23,7061.79,7068.85,7065.90,7041.38,7006.65,6962.56,6902.83,6824.61,6737.66,6628.14,6509.50,6373.24,6220.58,6042.07,5851.18,5657.61,5462.31,5290.15,5167.25,5070.66,4937.60,4680.32,4358.60,4225.30,3770.07,3435.79,3152.20,2936.97,2753.16,2629.78,2540.74,2474.78,2434.54,2406.22,2386.59,2370.67,2372.95,2400.95,2428.98,2463.81,2500.00,2557.34,2611.37,2664.02,2720.78,2770.98,2826.60,2865.25,2905.15,2942.12,2984.44,3027.81,3064.98,3100.47,3127.09,3147.08,3167.76,3189.14,3202.18,3218.06,3224.56,3235.54,3235.73,3241.93,3246.85,3250.15,3249.00,3243.77,3235.47,3226.38,3210.81,3189.98,3162.50,3136.14,3089.52,3043.14,3005.73,2990.99,2967.44,2930.11,2888.00,2849.40,2808.65,2762.29,2703.74,2640.05,2579.81,2536.50,2501.30,2476.77,2451.87,2430.99,2408.83,2397.73,2357.82,2318.29,2300.38,2242.44,2205.59,2208.81,2117.53,2072.23,1991.05,1866.06,1722.14,1549.15,1294.82,1108.21,960.65,859.73,815.62,767.76,741.44,745.45,741.74,737.97,746.06,753.72,772.30,794.52,807.32,819.66,828.35,845.00,871.84,897.93,914.12,936.22,961.29,986.81,1002.68,1015.50,1018.47,1032.18,1050.23,1070.17,1084.49,1098.17,1109.84,1115.30,1118.71,1126.84,1130.43,1134.65,1135.55,1142.95,1151.86,1154.25,1162.01,1169.17,1169.96,1169.25,1162.12,1160.43,1157.10,1154.21,1153.63,1146.64,1134.90,1124.97,1123.88,1118.99,1112.59,1107.01,1086.19,1066.30,1037.72,1022.30,1016.33,1003.86,988.02,966.71,947.96,935.47,914.07,905.28,888.25,869.89,856.35,830.03,811.23,784.77,765.04,752.08,729.97,715.39,695.43,681.13,668.52,650.12,634.84,611.88,600.11,581.41,560.25,542.61,528.74,512.13,493.32,470.65,459.88,444.87,428.82,414.53,386.36,379.89,362.04,344.40,327.59,299.03
38532,mean,33511.65,33676.59,33808.92,33959.43,34424.04,35020.24,35382.05,35674.08,36194.87,36863.26,37401.63,37790.51,38025.79,38297.73,38679.18,39046.00,39295.50,39343.12,39179.52,38995.64,38857.45,38709.09,38496.44,38114.23,37544.94,36998.46,36390.65,35169.72,33556.04,31375.13,29662.95,28477.97,27765.10,27403.83,27187.83,27018.11,26821.15,26643.89,26545.22,26519.05,26555.42,26672.24,26833.22,27042.34,27235.76,27415.98,27539.96,27635.96,27655.40,27595.56,27489.59,27343.41,27088.80,26765.38,26337.43,25804.42,25162.55,24435.45,23576.01,22642.41,21601.53,20595.26,19593.56,18723.77,18072.07,17542.04,16880.16,15746.30,14334.39,13442.85,11519.61,10102.51,8967.62,8148.05,7522.27,7106.35,6816.53,6637.44,6501.17,6424.35,6375.69,6335.96,6349.11,6416.83,6527.71,6632.81,6777.00,6972.25,7177.06,7376.32,7577.11,7793.29,7986.82,8179.31,8335.40,8493.92,8658.84,8825.47,8989.22,9133.45,9255.79,9359.85,9468.84,9568.28,9668.05,9761.41,9833.69,9917.56,9970.16,10033.50,10083.71,10132.95,10164.59,10184.37,10184.18,10154.94,10110.44,10035.06,9941.92,9826.27,9645.48,9473.47,9322.98,9244.71,9148.13,9003.53,8844.44,8702.65,8566.51,8395.99,8179.73,7953.92,7746.00,7590.08,7467.14,7364.89,7283.70,7220.11,7164.48,7142.32,7034.45,6937.92,6882.81,6720.40,6597.30,6604.69,6288.68,6094.79,5773.43,5294.05,4800.65,4171.02,3353.73,2775.29,2327.24,2040.64,1885.97,1734.18,1642.46,1628.26,1614.51,1614.18,1639.51,1660.28,1714.19,1767.54,1810.49,1856.04,1901.77,1960.87,2017.32,2088.38,2153.45,2231.88,2299.10,2365.70,2412.33,2445.03,2478.90,2525.67,2573.57,2624.23,2670.40,2708.81,2736.76,2768.89,2791.03,2808.07,2826.81,2845.79,2862.29,2890.24,2919.73,2950.51,2979.20,3010.62,3025.91,3031.09,3027.61,3034.73,3034.40,3050.61,3046.58,3043.94,3020.31,3018.82,3015.34,3011.61,3011.99,2989.99,2946.32,2881.42,2808.28,2756.73,2707.66,2656.28,2600.81,2548.70,2487.46,2454.93,2417.93,2368.80,2306.88,2245.70,2194.31,2133.30,2071.34,2021.55,1958.80,1917.36,1868.53,1828.55,1783.93,1743.67,1698.65,1652.62,1610.64,1568.61,1536.27,1487.91,1447.27,1409.97,1362.14,1313.05,1276.76,1230.93,1190.62,1167.84,1134.09,1120.18,1085.06,1034.11,994.58,967.31,949.09,931.99
38532,std_dev,7326.60,7391.97,7431.42,7447.37,7507.47,7599.62,7641.34,7644.18,7692.49,7770.17,7852.54,7870.05,7869.25,7872.42,7911.13,7979.69,8017.55,8030.68,7993.26,7952.90,7940.78,7935.55,7938.97,7914.28,7869.41,7827.35,7795.37,7663.26,7554.17,7349.99,7214.58,7086.68,6997.11,6960.31,6934.65,6914.52,6902.74,6878.07,6865.63,6852.70,6841.19,6829.25,6821.23,6816.44,6823.91,6823.12,6825.29,6815.62,6807.69,6786.25,6753.43,6712.68,6664.89,6611.31,6545.96,6471.19,6393.61,6302.70,6202.40,6090.81,5960.59,5818.47,5665.51,5526.39,5438.48,5370.25,5276.21,5051.73,4761.28,4706.36,4297.26,4016.78,3765.24,3565.09,3385.66,3259.88,3168.37,3103.78,3054.67,3024.09,3003.81,2983.21,2985.63,3008.20,3035.41,3060.05,3093.95,3150.15,3201.55,3248.40,3291.86,3342.12,3382.35,3424.84,3454.48,3482.11,3512.54,3545.81,3579.94,3604.82,3622.07,3634.88,3648.68,3654.90,3664.24,3675.21,3676.01,3678.39,3671.90,3672.91,3675.26,3672.71,3664.72,3652.25,3647.06,3630.72,3612.52,3583.43,3555.34,3524.78,3474.38,3430.47,3394.36,3375.79,3354.31,3313.74,3269.31,3226.36,3192.85,3145.94,3089.69,3023.52,2964.65,2927.72,2894.09,2866.08,2839.38,2814.93,2788.58,2774.17,2730.91,2688.96,2669.62,2603.24,2560.00,2570.26,2464.21,2426.64,2352.72,2234.09,2098.81,1939.08,1651.20,1449.91,1274.82,1138.12,1069.41,991.08,948.33,946.14,940.75,941.86,959.59,978.08,1003.38,1033.99,1054.20,1072.09,1087.55,1111.98,1136.93,1167.28,1196.11,1228.09,1256.31,1283.00,1298.25,1305.22,1310.88,1323.64,1340.90,1359.10,1366.59,1379.65,1382.26,1390.63,1391.68,1395.14,1391.22,1391.75,1396.75,1395.04,1403.53,1411.15,1416.28,1420.46,1418.49,1413.44,1405.18,1405.70,1399.31,1396.38,1391.75,1382.34,1369.22,1357.47,1353.51,1345.50,1344.62,1334.68,1318.15,1291.19,1259.32,1241.76,1224.16,1211.83,1188.20,1166.62,1148.30,1132.36,1115.61,1095.37,1078.53,1049.06,1030.10,1005.18,985.16,961.42,937.06,920.52,895.12,877.86,856.44,837.58,819.96,795.52,778.86,754.70,738.73,711.93,694.72,673.67,651.21,627.39,600.80,574.58,556.75,541.72,521.96,499.31,476.41,448.41,428.55,399.74,383.09,364.86
38533,mean,32850.08,33061.81,33227.72,33368.02,33854.60,34422.80,34752.53,35089.16,35538.69,36162.68,36709.00,37049.59,37274.71,37535.58,37893.15,38261.83,38480.52,38528.53,38396.37,38206.14,38068.56,37933.09,37730.58,37368.98,36824.36,36301.57,35715.99,34541.59,33007.10,30919.47,29284.04,28126.17,27451.14,27120.05,26926.29,26785.01,26606.63,26461.27,26386.13,26394.55,26434.95,26548.28,26692.71,26877.64,27062.41,27212.17,27351.33,27427.63,27441.25,27369.67,27262.78,27112.32,26864.14,26541.43,26120.21,25596.05,24970.41,24255.42,23426.65,22513.25,21521.13,20545.98,19587.48,18758.15,18128.23,17622.91,16985.96,15899.47,14541.86,13735.07,11880.20,10513.91,9391.99,8571.68,7918.68,7485.28,7181.59,6990.27,6851.27,6784.56,6728.58,6695.03,6714.42,6804.18,6914.49,7046.34,7203.37,7403.86,7627.53,7834.79,8049.97,8264.77,8466.39,8665.84,8832.79,8989.38,9155.09,9319.10,9483.10,9622.94,9739.06,9844.49,9937.44,10038.11,10127.19,10204.93,10276.95,10332.57,10384.75,10431.48,10464.07,10503.93,10516.23,10512.03,10500.51,10459.93,10413.34,10327.82,10227.28,10105.00,9922.24,9752.94,9628.62,9543.12,9447.09,9305.54,9145.26,9015.67,8878.33,8708.72,8493.42,8268.65,8071.59,7917.96,7786.50,7692.96,7610.56,7539.13,7476.77,7438.07,7325.69,7209.80,7151.41,6988.85,6855.84,6858.09,6534.98,6350.09,6034.66,5554.73,5055.07,4386.46,3516.57,2876.81,2370.32,2053.44,1884.46,1723.42,1640.74,1618.99,1609.06,1612.00,1628.19,1666.71,1717.66,1780.98,1828.60,1875.16,1934.55,1990.58,2065.37,2147.83,2221.05,2307.40,2383.53,2461.40,2519.42,2563.23,2604.36,2658.64,2710.82,2776.72,2823.03,2876.29,2910.45,2944.49,2979.15,2999.89,3016.24,3040.33,3068.03,3086.62,3121.29,3161.77,3185.02,3211.63,3225.04,3226.99,3216.41,3225.02,3225.52,3220.19,3218.03,3210.69,3182.25,3175.65,3169.63,3165.55,3154.65,3145.43,3078.23,3012.64,2938.21,2884.85,2842.14,2798.02,2746.97,2678.91,2631.32,2598.00,2536.79,2495.07,2445.79,2379.30,2315.30,2246.12,2185.86,2121.70,2057.31,2019.29,1971.57,1902.60,1864.73,1816.29,1766.75,1733.08,1670.31,1638.02,1578.88,1541.77,1494.71,1431.03,1387.74,1346.56,1288.45,1256.15,1208.96,1179.95,1150.07,1096.23,1066.00,1026.55,976.46,970.41,919.52,935.92
38533,std_dev,7630.75,7682.27,7744.15,7747.11,7816.65,7918.59,7958.06,7970.22,8013.22,8084.57,8168.96,8192.67,8201.39,8206.92,8250.55,8307.60,8350.32,8352.67,8334.69,8291.19,8276.16,8284.93,8291.83,8261.83,8220.74,8183.58,8145.33,8016.50,7900.63,7676.79,7518.71,7380.34,7274.30,7230.28,7205.60,7179.14,7166.60,7139.86,7117.05,7113.81,7099.21,7088.62,7087.12,7084.11,7096.64,7091.92,7094.83,7087.94,7080.42,7047.85,7025.21,6982.44,6930.39,6873.19,6805.52,6726.97,6638.50,6547.49,6440.57,6308.56,6166.75,6013.58,5852.85,5711.98,5607.96,5541.60,5435.33,5198.85,4902.84,4822.51,4385.51,4059.91,3772.20,3537.75,3332.75,3185.12,3079.99,3006.25,2963.09,2936.05,2915.64,2901.20,2901.52,2931.07,2964.66,2996.26,3040.09,3095.81,3155.13,3218.03,3273.90,3330.05,3379.22,3428.80,3469.60,3499.11,3532.83,3570.04,3603.47,3632.07,3654.84,3672.34,3683.90,3697.45,3711.10,3716.80,3719.14,3722.92,3722.85,3720.35,3722.63,3720.53,3714.08,3700.07,3691.52,3677.70,3658.61,3633.88,3605.19,3572.63,3522.49,3470.63,3437.45,3419.10,3390.95,3357.24,3313.81,3272.03,3232.28,3184.54,3118.07,3057.69,3001.41,2955.08,2921.02,2893.39,2866.17,2841.72,2818.70,2804.12,2760.59,2717.11,2693.31,2629.27,2587.52,2596.33,2493.48,2453.16,2369.73,2239.79,2088.28,1893.82,1591.00,1369.80,1191.31,1067.18,1011.80,949.04,913.89,916.43,911.61,910.04,919.38,934.33,954.32,979.70,996.12,1012.74,1027.30,1047.10,1078.96,1102.85,1128.79,1162.13,1184.68,1212.38,1229.10,1241.80,1252.77,1267.08,1287.15,1308.82,1324.04,1339.84,1347.77,1351.86,1357.34,1359.10,1362.99,1366.79,1365.24,1374.73,1379.19,1392.67,1400.49,1400.62,1406.32,1395.70,1388.58,1392.89,1382.64,1376.26,1367.97,1356.19,1341.49,1333.00,1325.34,1323.73,1315.21,1310.20,1285.74,1258.94,1233.45,1209.99,1197.42,1185.10,1157.76,1143.46,1119.56,1105.85,1090.84,1069.92,1057.47,1037.58,1012.55,990.83,961.65,934.51,911.09,894.39,873.85,851.27,828.11,816.03,793.14,772.59,750.20,734.51,712.91,693.04,672.10,649.03,622.69,599.01,577.15,558.92,536.77,522.31,499.45,478.11,461.71,433.58,409.84,392.36,373.72,349.01
38534,mean,30685.62,30821.87,30961.18,31062.10,31430.81,31956.51,32224.19,32459.84,32872.67,33418.71,33881.45,34176.70,34351.40,34561.75,34858.88,35181.95,35393.73,35436.26,35287.03,35124.34,34989.92,34871.95,34688.71,34363.47,33866.62,33377.73,32856.94,31825.83,30494.59,28680.38,27241.71,26223.46,25595.97,25265.17,25065.43,24907.47,24728.93,24585.12,24481.79,24470.48,24496.70,24586.64,24715.88,24889.00,25055.33,25205.06,25315.30,25384.92,25392.43,25333.36,25227.87,25104.18,24878.36,24605.62,24226.57,23766.65,23205.99,22579.50,21843.93,21019.69,20106.94,19212.08,18310.23,17528.05,16939.87,16467.03,15864.44,14848.31,13568.42,12795.93,11030.51,9695.12,8627.20,7829.40,7209.90,6792.65,6496.39,6309.80,6180.62,6103.81,6045.84,6008.66,6014.95,6085.49,6176.72,6285.08,6413.15,6594.85,6794.21,6974.89,7158.39,7358.85,7548.45,7719.61,7866.79,8011.26,8160.67,8307.56,8455.56,8585.28,8697.58,8790.23,8886.59,8983.81,9064.25,9146.59,9221.13,9286.30,9342.43,9391.85,9439.49,9480.19,9506.38,9523.88,9516.11,9484.61,9429.04,9361.80,9259.28,9140.84,8975.52,8821.51,8687.30,8607.69,8515.38,8367.59,8225.01,8096.45,7972.67,7829.08,7629.72,7422.42,7229.17,7092.73,6979.22,6891.57,6814.42,6751.12,6704.29,6676.24,6582.34,6484.92,6428.16,6285.13,6170.66,6185.88,5891.64,5723.06,5432.54,4985.96,4525.48,3923.85,3139.75,2566.63,2117.34,1825.54,1664.15,1522.88,1437.63,1421.30,1404.46,1404.45,1428.22,1452.75,1500.47,1550.41,1596.58,1640.70,1690.72,1744.88,1809.77,1875.15,1938.80,2012.23,2078.56,2142.07,2186.82,2224.17,2251.76,2296.64,2335.16,2374.77,2413.45,2449.86,2472.82,2498.05,2511.90,2526.37,2541.17,2565.69,2580.24,2608.06,2633.72,2663.14,2688.28,2715.51,2736.58,2743.78,2740.18,2752.25,2758.68,2764.51,2767.73,2764.95,2746.50,2731.95,2740.68,2744.38,2738.17,2718.77,2667.49,2604.12,2526.87,2464.69,2417.45,2368.77,2317.60,2264.52,2218.43,2177.69,2153.91,2102.69,2048.98,1992.48,1937.49,1889.37,1827.60,1772.60,1721.07,1686.55,1641.66,1605.65,1572.84,1517.07,1490.38,1447.00,1408.37,1365.61,1338.62,1303.51,1249.12,1225.75,1176.29,1131.32,1096.89,1050.91,1023.33,984.27,974.99,942.94,910.23,877.74,826.49,826.50,782.67,790.73
