Img_name,Var_name,Band_001,Band_002,Band_003,Band_004,Band_005,Band_006,Band_007,Band_008,Band_009,Band_010,Band_011,Band_012,Band_013,Band_014,Band_015,Band_016,Band_017,Band_018,Band_019,Band_020,Band_021,Band_022,Band_023,Band_024,Band_025,Band_026,Band_027,Band_028,Band_029,Band_030,Band_031,Band_032,Band_033,Band_034,Band_035,Band_036,Band_037,Band_038,Band_039,Band_040,Band_041,Band_042,Band_043,Band_044,Band_045,Band_046,Band_047,Band_048,Band_049,Band_050,Band_051,Band_052,Band_053,Band_054,Band_055,Band_056,Band_057,Band_058,Band_059,Band_060,Band_061,Band_062,Band_063,Band_064,Band_065,Band_066,Band_067,Band_068,Band_069,Band_070,Band_071,Band_072,Band_073,Band_074,Band_075,Band_076,Band_077,Band_078,Band_079,Band_080,Band_081,Band_082,Band_083,Band_084,Band_085,Band_086,Band_087,Band_088,Band_089,Band_090,Band_091,Band_092,Band_093,Band_094,Band_095,Band_096,Band_097,Band_098,Band_099,Band_100,Band_101,Band_102,Band_103,Band_104,Band_105,Band_106,Band_107,Band_108,Band_109,Band_110,Band_111,Band_112,Band_113,Band_114,Band_115,Band_116,Band_117,Band_118,Band_119,Band_120,Band_121,Band_122,Band_123,Band_124,Band_125,Band_126,Band_127,Band_128,Band_129,Band_130,Band_131,Band_132,Band_133,Band_134,Band_135,Band_136,Band_137,Band_138,Band_139,Band_140,Band_141,Band_142,Band_143,Band_144,Band_145,Band_146,Band_147,Band_148,Band_149,Band_150,Band_151,Band_152,Band_153,Band_154,Band_155,Band_156,Band_157,Band_158,Band_159,Band_160
38446,std_dev,233.45,207.96,195.21,194.52,197.51,197.33,202.3,210.34,221.56,234.31,248.89,263.49,286.33,300.14,317.24,328.19,342.35,354.9,375.92,395.48,413.92,429.26,451.02,477.68,507.37,543.96,590.7,652.58,722.58,800.83,890.69,984.41,1078.65,1158.68,1229.2,1289.08,1337.09,1385.73,1440.41,1481.9,1520.53,1551.4,1564.74,1583.47,1582.13,1566.09,1557.6,1557.9,1548.5,1554.73,1564.86,1572.89,1590.46,1616.75,1627.71,1622.77,1610.26,1607.32,1598.24,1589.6,1609.99,1636.11,1633.56,1620.76,1602.78,1552.66,1500.69,1482.53,1460.5,1423.56,1365.52,1305.02,1269.72,1269.81,1296.7,1337.09,1450.63,1682.8,2029.3,2417.06,2788.8,3101.87,3340.88,3524.74,3681.87,3818.14,3957.38,4078.97,4184.83,4295.25,4366.07,4415.3,4472.67,4532.15,4548.05,4538.95,4544.91,4563.35,4620.6,4638.07,4650.31,4649.5,4669.31,4710.95,4743.89,4756.6,4754.33,4752.38,4782.92,4823.3,4863.19,4847.55,4837.01,4846.11,4899.05,4928.58,4937.03,4976.74,4982.81,5006.71,5002.95,5004.92,5007.43,5023.98,5066.17,5102.15,5088.61,5104.34,5079.47,5088.47,5135.13,5185.51,5217.48,5205.48,5173.06,5150.46,5175.99,5256.31,5304.82,5305.87,5293.18,5329.06,5288.56,5298.26,5310.17,5359.21,5369.34,5365.53,5372.04,5384.32,5403.87,5435.26,5483.99,5438.71,5440.96,5463.76,5462.84,5539.85,5538.04,5610.53
38447,mean,353.98,329.97,333.07,327.28,330.57,337.61,339.46,363.4,373.29,395.55,416.96,447.39,480.11,508.22,534.12,554.52,577.25,600.41,632.71,664.99,702.03,730.16,767.18,813.43,870.43,941.87,1030.99,1149.79,1288.44,1448.3,1635.26,1831.23,2031.42,2203.81,2365.12,2506.67,2612.47,2723.38,2823.84,2914.3,2991.98,3047.78,3065.35,3095.94,3073.78,3014.51,2980.24,2962.23,2929.2,2928.85,2937.82,2945.41,2975.32,3012.84,3028.71,3005.17,2967.78,2940.54,2910.42,2885.45,2916.49,2964.49,2957.93,2917.15,2862.37,2758.61,2641.15,2590.4,2538.53,2440.77,2298.7,2163.85,2074.36,2059.18,2088.02,2157.66,2372.21,2843.52,3577.07,4471.85,5453.75,6421.18,7308.79,8106.95,8929.75,9732.98,10575.12,11447.03,12309.97,13146.26,13844.25,14465.74,15037.74,15562.63,15915.43,16148.02,16326.07,16508.14,16798.36,17045.89,17148.4,17230.49,17374.39,17595.01,17796.75,17901.58,17926.86,17955.02,18111.16,18315.28,18482.05,18506.58,18477.3,18585.39,18689.14,18836.21,18932.6,18978.6,19097.36,19184.89,19276.37,19242.47,19262.08,19380.67,19593.95,19722.29,19742.67,19724.73,19675.83,19742.81,19943.27,20136.01,20210.12,20150.15,19999.58,19945.42,20098.85,20237.53,20391.49,20443.06,20389.34,20339.43,20222.39,20123.59,20051.72,20005.39,19882.37,19638.99,19405.71,19075.52,18794.26,18558.4,18356.22,18192.19,18144.6,18163.67,18182.06,18266.13,18484.64,18297.65
38447,std_dev,244.37,208.76,200.04,190.39,192.88,198.65,204.59,213.29,227.09,240.95,256.28,272.46,288.9,308.02,321.91,339.48,353.51,366.55,386.55,405.8,428.67,446.68,468.39,492.05,520.6,559.06,602.38,656.85,717.87,788.21,866.59,946.51,1024.87,1095.15,1159.03,1216.41,1258.49,1302.93,1348.13,1390.2,1430.94,1463.07,1477.6,1499.78,1504.91,1496.87,1493.43,1497.55,1492.79,1502.61,1520.04,1527.3,1546.15,1573.39,1584.73,1584.86,1571.87,1579.56,1574.8,1571.8,1591.68,1623.13,1622.07,1615.35,1607.86,1568.58,1525.46,1512.73,1500.66,1464.7,1407.09,1354.73,1316.39,1314.48,1338.86,1373.09,1471.29,1684.62,1982.05,2302.19,2621.75,2902.39,3131.87,3310.01,3488.59,3651.37,3810.79,3967.84,4126.08,4258.13,4363.63,4443.14,4520.48,4584.69,4626.37,4642.83,4645.53,4702.24,4762.07,4792.2,4791.28,4804.63,4829.32,4886.79,4916.93,4940.45,4941.52,4947.41,4983.2,5011.35,5067.1,5060.42,5061.21,5079.9,5107.44,5143.27,5163.36,5171.25,5211.98,5215.12,5223.2,5231.6,5232.91,5249.86,5302.02,5339.21,5346.98,5313.31,5327.93,5341.09,5383.67,5420.52,5454.37,5448.23,5423.15,5385.55,5416.63,5459.6,5511.18,5520.69,5537.27,5514.9,5508.44,5493.39,5544.91,5504.18,5510.8,5521.03,5526.43,5539.73,5481.45,5542.64,5524.04,5525.99,5520.28,5560.96,5569.48,5583.57,5628.48,5683.84
38448,mean,376.26,364.11,362.79,367.76,370.72,382.38,384.74,408.81,424.5,450.05,484.51,512.71,548.71,579.42,610.58,636.15,662.02,687.41,724.35,760.06,801.03,829.52,871.97,925.57,984.08,1059.32,1154.18,1279.3,1423.48,1588.32,1781.53,1987.38,2199.51,2379.01,2550.62,2698.34,2804.33,2922.12,3034.13,3133.23,3224.86,3281.1,3303.71,3330.36,3322.32,3258.9,3227.27,3209.98,3183.3,3184.18,3197.83,3210.44,3248.24,3298.87,3319.62,3292.78,3265.07,3236.38,3215.86,3198.35,3240.32,3290.38,3286.7,3255.69,3209.72,3111.13,2999.21,2957.37,2904.55,2804.62,2669.46,2534.44,2451.83,2430.46,2451.21,2513.23,2733.27,3212.89,3961.9,4878.88,5885.77,6894.56,7818.8,8647.93,9482.15,10292.64,11143.37,12019.42,12875.32,13697.05,14407.73,14989,15550.42,16060.81,16411.88,16615.24,16772.66,16873.06,17185.89,17460.65,17571.97,17644.98,17797.53,18008.95,18209.03,18293.59,18303.11,18338.15,18484.25,18686.38,18856.8,18852.89,18796.61,18897.03,19022.67,19171.46,19245.47,19314.79,19425.51,19542.32,19601.93,19577.54,19594.96,19706.19,19900.91,20054.12,20051.84,20049.59,19973.54,20051.66,20210.17,20431.76,20492.38,20452.34,20270.8,20143.54,20293.78,20471.91,20598.61,20694.25,20645.91,20546.83,20440.61,20359.76,20262.96,20198.95,20089.13,19845.24,19645.93,19411.43,19174.63,18957.94,18797.94,18631.11,18642.5,18582.95,18621.77,18747.52,18896.2,18915.57
38448,std_dev,246.89,234.71,226.68,229.83,240.72,246.61,258.52,271.6,286.06,304.78,324.04,342.57,366.8,385.61,409.37,425.17,441.67,460.41,482.29,509.3,534.37,551.65,579.1,605.64,635.12,670.28,708.76,761.7,813.42,872.21,941.57,1010.83,1086.69,1144.69,1206.06,1257.92,1296.5,1343.04,1387,1427.93,1467.87,1499.25,1514.63,1541.21,1555.82,1548.31,1559.43,1566.38,1574.57,1591.14,1614.94,1625.44,1650.61,1684.63,1708.72,1711.07,1721.15,1727.02,1737.82,1746.13,1776.53,1805.24,1815.69,1819.05,1824.28,1806.6,1780.41,1778.99,1777.49,1759.69,1731.54,1693.34,1681.74,1685.18,1701.4,1722.67,1802.69,1973.12,2205.54,2449.72,2683.3,2895.53,3078.16,3220.55,3363.27,3492.29,3623.38,3757.55,3886.48,4000.18,4087.15,4156.41,4225.31,4291.92,4322.44,4331.14,4339.07,4364.51,4431.34,4452.53,4465.16,4471.62,4501.27,4534.19,4583.44,4590.33,4589.23,4588.12,4605.88,4649.79,4692.62,4683.11,4666.8,4691.81,4739.09,4764.88,4778.26,4797.9,4820.31,4855.29,4861.45,4843.92,4837.22,4871.49,4898.01,4937.8,4954.27,4940.23,4889.95,4938.81,4965.81,5012.82,5038.58,5038.22,5004.16,4966.96,5015.77,5070.99,5118.19,5130.46,5120.49,5137.65,5107.38,5109.83,5141.52,5143.09,5164.44,5168.64,5185.36,5240.13,5255.03,5305.69,5351.43,5284.51,5383.19,5404.82,5387.66,5442.59,5461.28,5442.73
38449,mean,359.63,347.88,329.73,342.31,352.52,365.07,367.53,394.67,415.5,440.38,473.64,519.37,559.14,598.02,631.69,660.42,689.93,723.69,765.14,812.16,858.19,893.09,944.79,1006.36,1086.86,1185.26,1313.09,1481.03,1684.22,1916.8,2186.97,2477.33,2779,3029.01,3266.76,3473.36,3629.43,3789.28,3954.47,4099.6,4226.39,4312.76,4344.46,4388.05,4379.82,4303.96,4254.76,4223.49,4183.02,4181.94,4198.41,4218.64,4266.27,4328.63,4353.97,4311.9,4248.15,4202.39,4161.43,4129.73,4178.63,4254.11,4243.26,4191.57,4112.66,3964.88,3792.12,3710.24,3612.78,3441.63,3214.52,2986.21,2837.83,2797.87,2818.85,2917.83,3245.12,3972.04,5113.98,6480.04,7937.75,9353.4,10616.71,11738.91,12857.43,13910.68,15013.84,16139.23,17235.73,18260.98,19127.02,19869.95,20582.55,21206.86,21638.91,21892.46,22100.49,22240.31,22655.53,22990.92,23133.67,23243.62,23424.38,23698.6,23972.62,24086.58,24117.4,24153.55,24353.92,24613.93,24841.79,24854.17,24787.11,24932.96,25074.28,25260.48,25372.97,25449.12,25594.08,25738,25822.23,25800.4,25799.59,25955.89,26214.33,26391.72,26397.29,26375.86,26276.93,26395.31,26619.16,26871.56,26953.73,26876.16,26659.19,26538.43,26701.84,26940.07,27101.57,27181.99,27114.68,27024.69,26876.73,26742.39,26619.99,26568.97,26439.62,26126.22,25853.07,25489.36,25186.36,24922.57,24661.85,24462.08,24328.92,24353.95,24410,24553.25,24735.62,24803.45
38449,std_dev,257.58,220.66,205.94,194.22,192.67,199.9,205.8,213.08,226.87,238.8,257.69,275.98,298.12,315.64,333.95,346.4,364.76,385.36,406.18,431.03,454.25,472.68,498.41,528.06,560.32,605.36,657.05,726.1,805.71,894.63,996.92,1105.8,1213.37,1301.13,1389.85,1464.08,1522.91,1583.12,1645.93,1700.72,1756.23,1797.69,1816.1,1847.29,1856.19,1845.2,1845.58,1843.56,1843.55,1855.4,1875.03,1888.74,1912.88,1945.59,1966.66,1956.71,1944.39,1940.66,1934.95,1928.33,1956.88,1994.33,1996.31,1988.1,1975.58,1932.01,1873.36,1849.81,1820.94,1755.97,1675.77,1590.73,1538.36,1534.63,1543.69,1584.09,1717.71,1999.88,2410.4,2866.38,3293.82,3673.84,3966.62,4187.19,4396.26,4576.63,4751.56,4912.8,5086.67,5218.3,5322.2,5398.75,5483.09,5556.24,5602.9,5601.65,5625.03,5661.74,5738.57,5768.78,5789.9,5800.87,5843.64,5901.72,5947.37,5972.51,5955.28,5956.88,5985.55,6060.46,6091.53,6101.9,6079.74,6107.54,6151.3,6176.92,6231.79,6225.7,6242.94,6304.53,6292,6312.31,6281.41,6326.96,6390.91,6411.25,6420.57,6397.12,6399.71,6400,6478.39,6522.93,6548.74,6549.21,6530.64,6493.2,6522.34,6590.08,6642.56,6702.65,6683.01,6685.03,6654.99,6650.94,6686.61,6723.68,6757.92,6716.65,6725.22,6745.7,6770.8,6787.29,6831.92,6847.94,6798.2,6801.39,6847.07,6888.66,6967.98,7116.35
38450,mean,386.72,366.56,363.26,348.77,360.31,369.07,374.12,388.79,407.04,428.74,458.51,492.32,531.15,564.45,593.36,616.27,638.42,669.01,704.72,745.17,784.84,818.34,862,918.99,987.78,1077.75,1188.64,1342.43,1518.45,1730.45,1978.27,2240.15,2511.5,2741.8,2953.27,3134.36,3269.18,3412.1,3551.39,3679.38,3781.41,3850.34,3864.81,3887.5,3859.44,3767.43,3715.68,3679.9,3633.44,3624.6,3635.45,3641.52,3674.12,3725.51,3739.85,3702.62,3648.76,3609.2,3571.12,3539.69,3574.03,3636.72,3619.84,3563.61,3476.01,3334.99,3182.18,3114.63,3045.92,2918.83,2738.52,2560.59,2450.57,2428.37,2465.72,2556.95,2837.66,3460.06,4456.38,5683.8,7036.32,8354.45,9525.55,10602.33,11669.11,12713.22,13798.86,14906.2,16003.3,17061.35,17964.71,18746.55,19499.36,20146.76,20605.5,20895.91,21117.41,21338.07,21710.71,22005.66,22124.03,22233.45,22406.03,22666.33,22932.47,23041.82,23069.53,23126.34,23324.02,23551.02,23741.86,23774.14,23748.37,23863.23,24016.42,24196.35,24294.54,24385.73,24486.96,24632.22,24704.08,24697.07,24718.75,24858.88,25088.62,25265.85,25319.02,25277.58,25209.41,25251.7,25546.32,25765.95,25889.77,25781.92,25600.01,25517.58,25677.54,25908.72,26061.62,26173,26107.19,25987.71,25873.42,25728.7,25653.68,25608.38,25433.19,25100.96,24850.55,24499.23,24215.29,23984.05,23727.1,23549.56,23452.51,23499.52,23524.1,23705.58,23872.83,23893.23
38450,std_dev,236.06,210.03,196.92,189.64,192.66,194.35,192.9,206.25,214.2,230.32,241.23,257.66,279.15,296.71,313.85,323.78,337.78,355.65,374.51,393.85,417.69,436.66,457.11,482.02,513.68,555.16,601.51,663.5,731.28,809.65,901.93,990.9,1084.57,1161.83,1233.5,1299.36,1346.8,1398.11,1450.57,1501.25,1541.49,1573.71,1589.74,1611.26,1614.34,1601.6,1598.36,1604.95,1597.92,1611.62,1627.59,1635.41,1658.62,1687.02,1703.97,1697.76,1693.41,1702.04,1698.06,1693.48,1716.7,1752.92,1751.98,1743.17,1731.11,1696.56,1652.24,1639.4,1620.69,1586.61,1529.26,1468.91,1434.33,1436.87,1459.35,1497.49,1614.66,1849.6,2192.67,2559.73,2926.75,3240.08,3486.62,3692.09,3884.21,4051.76,4198.6,4351.92,4489.14,4604.35,4670.71,4746.07,4805.59,4858.68,4878.68,4865.27,4869.79,4916.39,4969.13,5007.89,4996.96,5026.28,5052.07,5075.1,5134.69,5150.53,5153.04,5143.84,5198.76,5236.82,5267.72,5271.37,5273.29,5287.97,5322.73,5361.89,5383.59,5410.64,5432.16,5465.02,5458.63,5456.24,5459.28,5499.8,5538.6,5585.57,5579.88,5584.66,5553.05,5561.15,5628.84,5683.26,5749.43,5719.59,5664.95,5649.62,5721.08,5753.43,5813.34,5838.52,5848.32,5827.83,5837.08,5812.59,5863.53,5896.93,5917.82,5897.15,5913.02,5959.23,6002.42,6044,6027.98,6058.43,6033.63,6052.45,6100.27,6109.15,6179.28,6321.83
38451,mean,453.13,438.18,420.14,431.5,430.55,432.87,436.87,466.26,480.1,513.8,558.24,605.95,655.2,695.47,732.76,765.09,790.2,820.94,866.06,918.49,969.72,1004.61,1064.33,1143.37,1244.94,1366.84,1526.31,1738.55,1976.72,2249.21,2542.85,2861.76,3181.45,3439.24,3687.42,3896.98,4051.8,4225.06,4388.65,4539.93,4675.9,4768.65,4823.18,4888.26,4890.77,4829.2,4798.01,4783.03,4757.71,4761.54,4774.11,4801.74,4858.63,4930.99,4965.31,4936.36,4880.36,4834.32,4803.81,4775.3,4836.16,4914.97,4897.5,4822.4,4704.72,4505.3,4289.99,4188.49,4080.68,3907.34,3628.15,3347.02,3155.1,3094.87,3117.51,3258.13,3721.29,4689.1,6123.9,7727.84,9302.5,10747.41,11940.88,12947.59,13892.39,14704.71,15565.07,16386.8,17197.63,17961.22,18593.43,19093.06,19603.93,20079.45,20364.9,20556.45,20691.46,20683.65,21071.9,21458.82,21601.43,21706.35,21864.47,22128.31,22361.69,22457.58,22470.22,22525.72,22711.69,22953.34,23152.58,23120.13,23019.34,23176.87,23280.88,23493.36,23570.65,23669.1,23819.55,23964.8,24052.96,24028.71,23996.99,24134.92,24375.55,24535.07,24542.6,24520.21,24457.27,24549.77,24765.97,25007.73,25050.9,24982.55,24748.81,24615.29,24776.08,24998.84,25133.44,25193.39,25108.67,25082.33,24936.32,24763.27,24609.68,24550.55,24403.95,24084.79,23859.1,23545.09,23229.99,22951.05,22733.25,22517.37,22522.22,22508.16,22537.04,22699.94,22915.08,22876.23
38451,std_dev,280.76,246.67,234.85,235.98,240.37,236.9,247.38,262.26,272.84,293.8,316.87,342.65,368.25,389.64,409.87,432.56,444.96,466.8,492.46,521.26,550.34,571.43,603.36,642.14,688.89,742.67,809,895.81,992.07,1095.48,1207.11,1318,1430.87,1520.5,1611.1,1687.92,1743.5,1808.1,1871.57,1926.13,1985.19,2031.64,2055.45,2093.79,2113.82,2109.27,2117.91,2130.81,2136.88,2154.67,2181.02,2196.26,2226.22,2261.76,2286.43,2294.51,2291.23,2290.69,2294.37,2297.84,2341.4,2382,2374.46,2359.97,2337.93,2278.69,2214.92,2191.56,2177.61,2125.27,2028.25,1935.62,1871.6,1869.78,1888.03,1948.88,2144.72,2538.59,3058.16,3558.36,3982.9,4332.18,4578.93,4766.28,4929.68,5055.84,5189.24,5292.85,5400.75,5500.87,5554.37,5598.25,5669.36,5718.22,5735.16,5725.68,5743.46,5773.49,5840.65,5880.41,5895.57,5908.18,5917.3,5981.04,6027.72,6051.99,6033.43,6037.3,6080.16,6148.25,6181.76,6164.47,6168.94,6204.78,6214.19,6244.12,6291.92,6305.52,6347.29,6357.46,6364.49,6379.39,6361.12,6403.19,6434.48,6481.59,6475.66,6466.83,6445.77,6482.17,6551.48,6599.34,6612.23,6605.17,6568.31,6538.64,6583.37,6667.96,6692.36,6708.14,6702.75,6674.32,6637.8,6623.28,6689.44,6710.28,6697.04,6640.28,6659.7,6645.7,6659.11,6667.33,6660.14,6623.91,6598.32,6633.24,6641.77,6663.65,6731.76,6835.28
38452,mean,327.22,322.42,298.14,301.3,304.88,307.63,303.86,325.17,340.25,358,379.91,414.38,445.9,473.41,499.27,519.91,537.27,559.45,589.21,626.08,660.69,684.79,725.85,775.66,838.46,916.57,1018.41,1157.83,1319.16,1504.96,1714.84,1949.01,2183.32,2377.52,2560.21,2714.44,2829.23,2951.04,3073.36,3172.74,3265.29,3322.18,3345.08,3368.44,3347.15,3278.09,3238.53,3211.93,3178.52,3167.89,3170.74,3182.92,3219.04,3259.52,3278.71,3246.02,3205.85,3170.66,3140.04,3111.14,3148.4,3199.91,3189.04,3144.4,3065.09,2931.24,2802.32,2739.42,2674.82,2567.5,2414.22,2264.1,2170.63,2144.34,2164.35,2246.53,2496.01,3046.65,3928.2,5014.14,6165.59,7271.51,8279.1,9171.25,10024.39,10824.37,11656.85,12495.89,13305.95,14101.12,14775.36,15335.33,15900.43,16383.62,16693.44,16921.95,17063.01,17069.47,17426.46,17763.77,17892.44,17997.97,18147.45,18369.79,18563.7,18655.17,18671.35,18734.35,18864.54,19064.31,19229.5,19213.15,19144.08,19271.03,19384.55,19549.02,19604.79,19695.42,19813.36,19942.84,20050.61,19984.69,20014.73,20108.63,20329.01,20458.51,20447.28,20465.21,20410.42,20491.11,20673.87,20882.01,20937.99,20840.74,20650.58,20541.88,20711.3,20878.09,21016.03,21069.03,20975.69,20966.36,20861.77,20749.8,20599.39,20519.94,20421.63,20139.76,19943.83,19670.93,19388.48,19160.74,18935.62,18843.72,18818.49,18827.52,18867.52,19019.12,19120.53,18907.79
38452,std_dev,257.4,234.44,234.8,233.4,244.46,249.13,256.87,273.66,290.17,307.53,330.6,350.72,376,393.37,417.79,438.61,453.53,474.98,502.48,529.27,557.24,577.72,607.8,639.63,673.25,715.04,762.67,827.4,897.35,973.47,1062.94,1155.92,1254.82,1334.06,1415.97,1482.71,1541.38,1599.63,1656.75,1714.84,1760.6,1798.54,1821.93,1844.68,1852.49,1845.83,1848.95,1857.23,1859.52,1878.04,1904.37,1920.74,1951.21,1981.37,2003.93,2008.36,2009.58,2014.72,2024.4,2026.3,2064.02,2104.02,2111,2114.51,2119.72,2090.43,2066.57,2055.2,2057.11,2030.35,1986.83,1945.5,1934.44,1927.04,1935.48,1972.17,2083.41,2275.5,2563.95,2895.46,3228.61,3525.43,3783.79,3996.42,4180.9,4379.95,4570.96,4756.06,4939.63,5116.46,5238.4,5337.07,5450.31,5546.82,5584.66,5611.74,5658.39,5688.24,5764.22,5809.93,5823.59,5838.19,5865.77,5942.16,6000.15,6019.15,6029.58,6032.78,6080.2,6129.72,6181.03,6171.96,6159.81,6190.76,6214.51,6251.66,6270.65,6280.27,6338.91,6380.74,6405.83,6350.69,6380.04,6391.91,6470.26,6499.15,6481.83,6492.29,6485.88,6464.47,6531.64,6598.04,6615.74,6610.23,6558.33,6509.3,6585.23,6668.46,6681.83,6716.35,6691.07,6697.86,6648.03,6661.57,6664.35,6669.79,6677.83,6605.98,6644.28,6631.25,6623.71,6579.95,6571.96,6549.5,6538.01,6574.72,6614.65,6668.35,6667.78,6638.53
38453,mean,512.49,480.8,488.01,493.73,506.6,518.96,526.25,556.54,577.25,607.74,652.04,697.69,744,792.8,827.71,858.62,894.44,932.05,986.41,1034.13,1086.78,1127.42,1182.47,1246.92,1332.54,1440.59,1567.94,1747.12,1950.52,2198.21,2479.99,2786.9,3105.02,3375.23,3628.57,3841.7,4004.11,4169.93,4333.33,4477.75,4604.89,4684.89,4707.51,4743.47,4715.13,4618.52,4575.59,4536.91,4494.65,4494.3,4500.74,4528.03,4570.04,4643.24,4659.28,4617.44,4556.57,4512.09,4472.27,4447.95,4495.54,4564.73,4557.63,4512.37,4442.34,4301.54,4144.44,4071.43,3978.33,3824.02,3621.77,3418.92,3294.47,3272.12,3302.17,3399.53,3709.51,4401.55,5494,6833.95,8301.91,9756.22,11067.74,12287.82,13483.99,14646.94,15871.18,17102.53,18351.35,19534.21,20524.9,21387.41,22213.31,22937.39,23432.65,23740.44,23949.52,24120.73,24559.97,24953.11,25095.81,25252.21,25441.36,25724.65,26025.86,26124.83,26153.72,26236.99,26421.15,26701.25,26923.4,26945.03,26865.27,27001.21,27184.71,27385.09,27523.61,27572.86,27736.78,27893.16,28013.79,27958.99,27981.39,28166.16,28402.2,28579.86,28603.8,28601.34,28529.8,28610.49,28887.58,29171.26,29226.35,29156.99,28910.69,28809.31,29044.6,29279.12,29434.43,29529.05,29446.76,29336.02,29252.99,29066.16,28911.45,28822.32,28600.11,28267.99,27969.57,27655.34,27243.45,26936.94,26563.4,26441.57,26377.23,26357.33,26401.76,26631.44,26789.14,26867.6
38453,std_dev,262.91,219.53,205.71,202.9,207.75,201.48,208.28,217.72,228.53,235.27,253.58,278.03,291.1,306.25,320.82,332.92,345.72,363.64,383.37,403.41,423.11,437.93,457.5,481.49,507.95,544.58,582.12,633.08,686.81,756.17,828.02,904.88,982.16,1045.45,1106.19,1162.52,1203.55,1246.5,1290.15,1325.72,1363.59,1390.01,1403.65,1427.18,1430.7,1422.96,1431.72,1431.98,1433.32,1447.11,1463.51,1476.92,1495.18,1523.05,1541.67,1534.95,1531.87,1528.59,1532.22,1535.59,1554.58,1581.4,1586.51,1586.33,1583.02,1559.05,1531.49,1522.13,1501.18,1465.58,1421.82,1362.48,1332.03,1328.87,1337.95,1372.33,1464.85,1656.75,1932.68,2202.01,2475.14,2712.93,2888.9,3044.48,3180.15,3301.12,3411.26,3502.06,3599.02,3684.87,3728.96,3752.13,3809.03,3848.8,3871.65,3890.2,3875.77,3897.55,3934.02,3977.03,3968.94,3970.74,3978.56,4012.77,4074.19,4084.26,4079.19,4052.16,4105.02,4149.74,4168.26,4147.85,4140.36,4167.96,4169.28,4228.45,4241.13,4241.52,4280.4,4302.37,4303.16,4300.21,4287.36,4333.51,4364.73,4397.53,4395.55,4393.87,4395.26,4372.21,4406.13,4450.7,4472.94,4480.03,4420.86,4418.95,4506.14,4531.66,4561.5,4582.95,4561.6,4569.56,4584.37,4587.37,4590.45,4624.88,4601.58,4609.55,4613.69,4691.28,4705.28,4813.7,4760.87,4754.84,4785.5,4813.46,4840.02,4870.75,4881.5,4994.37
38454,mean,317.71,311.96,311.98,307.04,313.23,318.75,325.69,343.11,358.33,384.61,412.51,446.56,480.44,512.4,541.39,567.32,592.15,621.54,658.02,694.32,732.83,760.7,807.76,864.72,938.7,1030.28,1142.93,1293.81,1468.93,1666.29,1888.57,2122.94,2366.5,2564.89,2756.7,2926.06,3057.57,3202.43,3344.48,3467.97,3581.5,3672.36,3719.16,3789.51,3806.33,3773,3772.32,3777.31,3769.38,3794.16,3831.93,3869.06,3930.07,4010.88,4050.59,4038.16,4011.24,3996.47,3976.55,3966.26,4027.47,4104.91,4115.81,4095.71,4040.86,3913.16,3772.61,3702.68,3606.2,3437.77,3194.7,2947.22,2775.56,2718.21,2724.61,2830.58,3204.23,3994.6,5120.5,6333.06,7540.01,8673.84,9688.95,10583.55,11439.64,12214.29,13028.6,13847.43,14650.25,15410.46,16057.72,16593.4,17141.82,17625.23,17943.65,18131.92,18294.62,18375.57,18740.05,19064.35,19196.73,19297.16,19470.59,19697.88,19911.41,20012.21,20036.08,20085.1,20234.38,20455.18,20638.34,20630.37,20587.31,20707.93,20831.81,21017.36,21103.06,21186.2,21330.96,21428.4,21505.13,21504.3,21516.6,21659.13,21888.39,22044.14,22028.65,22018.06,21959.94,22048.14,22230.74,22446.37,22515.5,22451.39,22250.53,22167.22,22309.89,22517.35,22640.91,22700,22653.03,22620.27,22515.04,22422.24,22301.13,22299.35,22178.87,21986.66,21779.92,21556.4,21351.29,21124.55,20910.06,20775,20766.87,20711.34,20756.66,20902.68,21094.65,20982.83
