Img_name,Var_name,Band_001,Band_002,Band_003,Band_004,Band_005,Band_006,Band_007,Band_008,Band_009,Band_010,Band_011,Band_012,Band_013,Band_014,Band_015,Band_016,Band_017,Band_018,Band_019,Band_020,Band_021,Band_022,Band_023,Band_024,Band_025,Band_026,Band_027,Band_028,Band_029,Band_030,Band_031,Band_032,Band_033,Band_034,Band_035,Band_036,Band_037,Band_038,Band_039,Band_040,Band_041,Band_042,Band_043,Band_044,Band_045,Band_046,Band_047,Band_048,Band_049,Band_050,Band_051,Band_052,Band_053,Band_054,Band_055,Band_056,Band_057,Band_058,Band_059,Band_060,Band_061,Band_062,Band_063,Band_064,Band_065,Band_066,Band_067,Band_068,Band_069,Band_070,Band_071,Band_072,Band_073,Band_074,Band_075,Band_076,Band_077,Band_078,Band_079,Band_080,Band_081,Band_082,Band_083,Band_084,Band_085,Band_086,Band_087,Band_088,Band_089,Band_090,Band_091,Band_092,Band_093,Band_094,Band_095,Band_096,Band_097,Band_098,Band_099,Band_100,Band_101,Band_102,Band_103,Band_104,Band_105,Band_106,Band_107,Band_108,Band_109,Band_110,Band_111,Band_112,Band_113,Band_114,Band_115,Band_116,Band_117,Band_118,Band_119,Band_120,Band_121,Band_122,Band_123,Band_124,Band_125,Band_126,Band_127,Band_128,Band_129,Band_130,Band_131,Band_132,Band_133,Band_134,Band_135,Band_136,Band_137,Band_138,Band_139,Band_140,Band_141,Band_142,Band_143,Band_144,Band_145,Band_146,Band_147,Band_148,Band_149,Band_150,Band_151,Band_152,Band_153,Band_154,Band_155,Band_156,Band_157,Band_158,Band_159,Band_160
38684,mean,410.71,391.76,383.17,375.41,391.72,402.65,412.02,428.16,448.68,473.16,502.36,538.78,572.26,607.49,639.4,664.52,695.24,719.46,758.71,797.22,835.23,867.47,915.68,973.52,1043.88,1135.87,1240.69,1386.73,1550.24,1735.71,1953.23,2170.34,2404.79,2598.06,2780.39,2952.98,3070.58,3202.24,3338.57,3454.41,3556.16,3643.5,3677.54,3728.23,3749.01,3689.42,3668.04,3673.47,3647.55,3653.2,3686.97,3706.15,3747.57,3809.35,3847.26,3822.52,3769.63,3752.35,3730.73,3696.95,3743.68,3830.36,3816.19,3763.56,3705.34,3588.24,3430.72,3366.92,3294.48,3153.09,2960.19,2769.5,2636.69,2607.48,2644.02,2734.99,3021.54,3679.78,4674.91,5788.48,6930.32,8025.25,8987.47,9816.03,10621.04,11360.47,12129.25,12912.23,13688.85,14441.06,15028.7,15509.98,15981.24,16438.42,16733.14,16870.34,16963.63,17081.71,17404.92,17700.46,17771.26,17820.08,17935.68,18163.56,18401.4,18509.71,18484.36,18469.13,18598.38,18843.64,19035.79,19031.13,18938.73,19020.87,19134.72,19296.7,19385.45,19475.74,19567.72,19679.95,19720.86,19670.16,19649.8,19753.47,19964.17,20149.73,20177.92,20118.03,19970.91,19992.46,20207.75,20463.58,20571.39,20466.48,20228.37,20044.18,20163.37,20359.31,20555.89,20630.32,20529.06,20420.37,20237.81,20172.24,20137.86,20074.92,19924.07,19674.98,19414.87,19159.05,18884.99,18654.18,18437.04,18282.02,18182.49,18099.77,18123.3,18239.85,18457.72,18381.66
38684,std_dev,256.55,229.87,220.81,226.1,226.99,232.33,236.33,253.29,262.12,277.57,298.14,315.95,331.13,350.94,368.53,385.12,400.99,417.23,437.21,459.37,481.3,499.4,523.55,545.91,581.57,617.99,658.78,714.07,773.37,838.25,915.26,987.05,1067.47,1134.79,1197.8,1255.96,1297.15,1346.58,1394.52,1435.86,1475.87,1512.55,1524.55,1553.17,1564.71,1556.13,1558.93,1574.6,1572.58,1581.86,1608.44,1616.69,1641.1,1670.82,1694.85,1698.86,1683.07,1694.9,1701.59,1693.77,1724.08,1764.51,1760.79,1753.87,1754.88,1730.69,1683.22,1675.6,1664.82,1620.33,1572.37,1522.65,1480.95,1475.78,1510.77,1536.78,1622.11,1837.06,2134.24,2421.9,2697.28,2936.75,3141.99,3298.58,3445.44,3566.28,3686.86,3815.8,3944.6,4071.23,4152.75,4209.03,4297.22,4348.73,4376.15,4386.54,4386.53,4416.35,4469.26,4512.84,4510.72,4508.18,4531.15,4565.58,4603.51,4627.56,4610.76,4591.97,4613.6,4656.33,4710.78,4695.25,4678.19,4698.08,4712.06,4755.84,4784.15,4814.53,4821.3,4852.11,4846.1,4835.91,4828.77,4825.13,4882.53,4926.75,4940.77,4909.38,4872.74,4893.6,4932.52,4996.32,5047.03,5014.22,4981.74,4955.26,4976.34,5046.08,5104.91,5173.16,5152.73,5124.02,5098.34,5102.12,5147.01,5200.97,5198.18,5187.37,5216.57,5230.31,5308.47,5362.64,5363.49,5380.8,5347.51,5421.04,5381.21,5400.77,5504.92,5553.72
38685,mean,464.12,432.41,418.73,404.01,412.61,419.54,428.16,441.93,458.39,485.4,522.47,557.24,602.37,635.74,675.56,704.13,740.49,771.79,812.95,859.83,908.06,951.47,1008.46,1083.31,1167.76,1286.89,1428.89,1618.7,1845.36,2108.66,2423.86,2736.05,3074.41,3353.91,3613.3,3846.78,4016.83,4195.73,4377.58,4540.33,4684.08,4797.74,4826.71,4881.91,4882.43,4779.86,4728.39,4708.16,4654.7,4648.44,4687.08,4698.55,4745.06,4823.52,4853.82,4805.84,4734.9,4692.99,4647.69,4600.34,4660.53,4759.21,4739.75,4658.58,4572.77,4409.73,4202.99,4113.4,4024.48,3847.5,3596.51,3365.65,3219.7,3199.77,3261.64,3389.4,3769.54,4621.49,5962.55,7560.54,9260.11,10904.15,12347.95,13607.78,14839.72,16025.03,17246,18473.65,19693.13,20822.63,21746.26,22487.21,23218.32,23909.5,24369.73,24578.52,24768.61,25075.66,25505.22,25852.07,25948.05,26012.54,26187.64,26541.7,26881.03,27046.87,27019.92,27018.81,27213.92,27528.42,27826.37,27860.53,27793.79,27916.06,28098.32,28321.88,28436.75,28536.58,28677.29,28856.99,28934.86,28875.39,28842.55,29022.56,29360.77,29601.42,29626.43,29564.27,29389.28,29409.8,29727.58,30103.71,30235.18,30156.24,29855.02,29686.34,29760.11,30118.01,30424.56,30536.68,30443.02,30253.18,30037.8,29987.53,29936.63,29901.78,29692.9,29346.08,29065.6,28670.65,28371.9,27996.88,27709.09,27480.1,27229.42,27183.73,27257.58,27419.38,27689.78,27746.99
38685,std_dev,298.75,257.11,238.68,228.68,237.53,241.53,248.96,264.02,273.76,290.89,309.77,330.67,362.6,377.64,403.31,417.94,440.73,462.14,484.95,514.89,539.93,563.01,596.31,630.79,669.15,716.78,769.02,837.27,912,991.2,1086.73,1178.28,1280.33,1361.17,1441.29,1513.32,1565.55,1626.77,1684.71,1735.87,1788.95,1837.64,1857.87,1886.85,1907.73,1898.04,1903.67,1919.68,1920.67,1937.92,1969.83,1986.44,2015.06,2052.48,2080.59,2079.63,2082.02,2093.33,2101,2100.32,2141.26,2190.98,2193.5,2189.72,2198.32,2175.78,2133.96,2132.3,2124.8,2093.48,2039.92,1986.79,1956.42,1958.98,1997.86,2022.84,2135.15,2385.91,2725.91,3074.48,3413.14,3735.04,3993,4191.82,4397.58,4573.15,4764.58,4937.8,5124.6,5302.71,5427.67,5524.75,5621.02,5735.81,5771.5,5789.68,5798.06,5858.41,5946.66,5999.12,6001.04,6004.46,6038.26,6119.25,6177.82,6210.96,6199.92,6191.9,6223.65,6295.41,6331.42,6342.68,6340.73,6364.6,6402.46,6452.61,6482.62,6498.3,6540.52,6562.76,6585.47,6578.89,6575.02,6610.37,6669.8,6713.16,6742.55,6693.18,6681.04,6659.56,6753.15,6846.44,6873.91,6853.04,6791.95,6758.5,6774.22,6897.43,6958.31,7013.95,6994.15,6972.92,6953.28,6972.01,6989.7,7014.65,7013.53,6984.24,6981.55,7033.61,7092.32,7132.62,7150.94,7153.68,7113.61,7140.77,7155.81,7194.07,7240.68,7345.24
38686,mean,454.26,415.76,407.86,398.04,406.64,408.85,420.35,441.83,456.37,478.03,513.42,548.89,588.55,625.93,661.17,688.24,720.2,752.64,791.03,834.96,880.12,920.44,970.85,1041.26,1121.25,1237.09,1366.78,1548.5,1765.19,2012,2316.28,2611.67,2935.95,3205.24,3448.98,3667.56,3829.51,3993.95,4166.85,4317.33,4441.15,4545.57,4561.51,4597.6,4591.74,4481.17,4419.47,4397.04,4336.21,4319.95,4356.6,4363.69,4398.34,4464.5,4487.91,4441.88,4365.01,4322.72,4287.99,4235.57,4281.07,4379.63,4356.64,4263.21,4181.37,4017.87,3822.17,3728.74,3644.75,3467.06,3250.45,3034.92,2896.01,2886.21,2950.46,3073.18,3411.87,4186.24,5440.82,6919.85,8480.84,10023.35,11397.92,12591.68,13734.83,14834.86,15990.88,17141.87,18300.83,19385.06,20255.44,20948.77,21635.26,22307.3,22729.82,22927.21,23066.63,23373.3,23785.1,24102.02,24180.27,24217.37,24348.29,24668.44,25024.11,25206.66,25162.31,25103.25,25273.14,25615.46,25880.53,25937.82,25832.61,25934.23,26093.16,26307.86,26417.98,26514.11,26645.81,26790.56,26891.48,26788.4,26729.94,26868.62,27187.23,27465.33,27538.72,27436.16,27227.05,27232.27,27558.39,27963.65,28142.53,28024.94,27737.82,27528.25,27619.52,27986.95,28316.4,28439.68,28353.92,28138.05,27904.35,27818.57,27814.25,27809.53,27593.78,27265.52,26976.31,26561.85,26251.2,25949.54,25672.43,25439.77,25211.41,25193.51,25212.28,25438.53,25717.92,25738.47
38686,std_dev,256.85,229.56,216.17,202.47,207.93,214.05,215.88,229.05,234.29,250.98,267.48,281.12,301.26,317.08,334.63,353.93,366.39,387.7,406.18,430.38,447.61,466.35,491.54,519.83,552.91,595.15,636.44,699.09,773.42,852.96,944.21,1025.37,1124.03,1201.57,1270.01,1336.96,1382.7,1431.47,1489.72,1539.65,1581.25,1617.41,1633.83,1651.22,1662.22,1643.9,1643.57,1651.68,1643.93,1645.05,1671.14,1678.82,1695.52,1726,1747.71,1747.63,1736.57,1731.65,1739.01,1743.27,1768.49,1810.96,1813.6,1784.4,1786.24,1757.08,1713.27,1678.39,1661.95,1621.46,1584.21,1521.76,1480.51,1492.54,1525.75,1572.37,1672.22,1877.47,2206.71,2546.97,2880.55,3176.31,3405.74,3590.5,3755.27,3899.25,4042.24,4180.66,4307.04,4421.01,4495.71,4548.6,4604.49,4664.74,4704.99,4691.22,4687.94,4732.58,4793.79,4830.02,4840.12,4835.94,4860.36,4899.06,4985.3,4998.25,4992.61,4973.17,5000.69,5048.77,5096.7,5107.93,5114.52,5092.07,5137.44,5173.51,5217.25,5225.91,5247.06,5301.15,5279.05,5279.95,5266.53,5282.82,5347.98,5395.07,5413.7,5386.68,5346.86,5337.42,5423.61,5527.29,5549.15,5539.55,5429.35,5436.33,5443.16,5550.38,5605.43,5661.36,5659.11,5599.28,5613.57,5579.54,5657.39,5632.22,5667.91,5641.18,5714.1,5699.16,5742.2,5773.62,5800.51,5761.26,5724.33,5733.03,5783.38,5889.79,5862.77,6046.53
38687,mean,407.32,381.09,373.15,375.6,377.78,388.04,392.33,415.2,429.27,451.55,480.57,511.14,551.72,582.89,612.98,636.09,663.93,692.04,729.64,768.07,806.68,842.56,887.43,949.64,1014.5,1104.98,1213.3,1362.78,1538.51,1748.19,1998.02,2251.63,2527.07,2757.35,2969.79,3159.81,3296.25,3436.68,3582.91,3711.01,3819.99,3902.81,3919.36,3946.66,3927.13,3833.19,3785.01,3761.65,3716.21,3705.16,3724.82,3732.99,3763.86,3823.84,3848.9,3808.75,3761.26,3727.65,3699.3,3665.14,3700.56,3779.57,3756.78,3685.97,3608.37,3466.17,3305.13,3245.58,3187.1,3069.5,2902.37,2743.91,2636.83,2633.81,2677.93,2769.06,3033.93,3666.82,4677.46,5920.57,7266.18,8606.84,9798.62,10851.63,11875.42,12877.62,13916.53,14976.03,16016.76,17021.33,17828.92,18500.27,19156.36,19772.77,20174.87,20370.96,20526.79,20726.58,21108.01,21435.05,21534.66,21599.64,21734.57,22010.88,22296.04,22432.04,22415.43,22408.32,22567.3,22833.04,23079.2,23100.24,23018.96,23103.8,23261.23,23446.67,23559.08,23666.53,23776.03,23924.9,24014.73,23944.97,23923.81,24051.78,24340.81,24568.12,24601.8,24528.65,24382.63,24438.54,24684.8,25021.98,25131.37,25040.81,24784.25,24613.73,24761.81,25018.38,25257.6,25338.59,25289.51,25200.23,24984.17,24905.32,24881.45,24855.04,24708.88,24433.73,24189.15,23882.3,23645.91,23404.52,23222.53,22994.68,22884.71,22797.03,22876.98,23025.84,23206.27,23266.92
38687,std_dev,268.82,235.64,220.77,213.66,213.64,221.64,226.55,237.46,249.34,264.15,279.08,297.7,317.24,337.18,354.99,372.87,386.41,401.36,426.68,445.89,468.69,492.07,514.25,545.17,578.02,620.71,669.74,734.17,813.18,902.33,1013.54,1115.99,1232.27,1326.1,1412.8,1495.13,1554.95,1618,1680.74,1734.8,1788.08,1828.28,1838.04,1863.97,1866.24,1839.32,1832.82,1836.36,1820.54,1831.44,1845.53,1858.91,1878.59,1911.19,1928.81,1914.18,1901.3,1897.62,1893.28,1878.69,1903.65,1944.14,1938.58,1921.63,1905.37,1855.15,1797.52,1781.42,1759.93,1711.43,1643.91,1589.75,1542.27,1550.82,1576.39,1616.91,1724.7,1987.22,2387.96,2849.32,3305.01,3729.52,4073.17,4362.74,4624.66,4890.84,5133.13,5394.77,5617.44,5843.44,6023.36,6137.43,6281.48,6391.67,6470.63,6479.53,6498,6571.36,6681.96,6736.65,6757.44,6768.56,6807,6874.73,6937.56,6972.53,6958.4,6954.65,7009.5,7064.2,7135.94,7137.26,7128.48,7142.43,7166.62,7250.22,7267.1,7310.34,7332.7,7381.51,7381.17,7365.67,7367.32,7389.91,7474.06,7543.3,7549.72,7525.13,7474.41,7496.14,7566.48,7660.63,7688.39,7675.45,7617.92,7558.73,7608.32,7699.13,7781.4,7808.87,7803.41,7789.69,7711.94,7740.98,7781.8,7791.42,7793.75,7706.4,7706.19,7684.88,7704.5,7641.64,7643.68,7673.56,7596.36,7595.06,7606.83,7716.65,7756.24,7861.77
38688,mean,399.61,383.26,380.54,381.2,384.64,398.21,396.07,426.56,443.59,466.92,498.04,528.53,567.3,598.53,632.93,662.76,694.28,725.21,759.44,801.15,838.92,876.48,927.73,990.88,1064.39,1158.27,1271.5,1423.77,1599.35,1799.69,2037.72,2283.69,2545.57,2767.93,2977.79,3163.48,3305.17,3456.12,3606.2,3738.72,3855.33,3949.06,3983.36,4040.82,4051.05,3991.98,3969.09,3961.25,3935.84,3946.92,3974.39,3999.2,4054.57,4120.5,4151.48,4120.36,4071.3,4049.28,4021.5,3991.72,4048.06,4118.25,4118.37,4075.26,4022.79,3903.77,3750.92,3684.74,3607.35,3463.08,3266.09,3071.93,2951.59,2934.27,2972.69,3067.27,3372,4052.83,5101.33,6338.42,7647.1,8917.45,10036.19,10999.2,11935.19,12830.49,13768.8,14709.18,15648.95,16546.73,17287.55,17883.26,18492.76,19046.38,19401.92,19609,19762,19928.77,20290.6,20607.52,20712.78,20780.32,20936.83,21203.38,21471.01,21584.68,21581.27,21578.04,21754.51,22003.3,22214.65,22223.01,22155.32,22262.59,22420.1,22603.96,22711.2,22800.22,22918.02,23047.47,23117.02,23078.75,23066.1,23229.06,23475,23667.43,23692.73,23653.91,23548.12,23586.73,23824.39,24098.93,24183.98,24088.3,23852.46,23690.26,23835.45,24074.87,24263.7,24355.78,24283.9,24151.91,24041.57,23966.9,23881.24,23862.38,23736.49,23447.39,23277.75,22961.8,22712.26,22449.35,22263.86,22078.8,21909.73,21917.22,21892.4,22042.85,22243.49,22283.08
38688,std_dev,250.76,242.65,224.1,233.23,234.53,244.18,253.13,274.2,290.53,305.97,327.86,349.96,373.26,394.08,418.17,435.48,458.72,479.22,506.55,532.73,556.86,584.42,613.32,648.68,684.3,724.83,776.47,835.94,904.91,974.41,1054.67,1138.42,1230.85,1301.28,1380.17,1444.64,1491.37,1552.85,1609.15,1661.68,1709.69,1753.59,1776.03,1812.46,1839.36,1841.94,1857.8,1877.52,1885.51,1911.74,1936.39,1962.47,1997.53,2043.54,2065.1,2068.03,2073.59,2097.7,2111.04,2112.01,2152.35,2186.36,2201.15,2212,2230.53,2217.83,2183.51,2193.14,2186.76,2157.14,2117.76,2072.18,2062.52,2084.64,2110.16,2143.02,2250.44,2467.9,2761.62,3068.96,3364.43,3644.12,3868.27,4029.86,4166.49,4291.62,4418.88,4533.12,4653.75,4753.04,4824.49,4867.43,4942.03,4997.12,5025.32,5023.66,5034,5061.25,5145.15,5199.86,5205.05,5201.51,5222.27,5293.78,5344.55,5346.86,5337.58,5337.56,5373.33,5433.48,5479.1,5469.83,5448.87,5484.96,5520.64,5544.01,5574.24,5619.87,5630.65,5666.06,5654.55,5638.62,5631.95,5670.82,5714.5,5765.54,5766.26,5756.02,5728.63,5723.94,5796.54,5856.92,5883.92,5854.14,5814.53,5774.44,5808.13,5883.36,5949.61,5956.74,5950.77,5911.59,5890.94,5917.14,5898.18,5937.24,5941.23,5885.38,5881.04,5888.6,5931.74,5893.91,5879.35,5863.67,5859.15,5868.06,5876.54,5918.1,5945.71,6053.97
38689,mean,451.83,442.83,433.82,435.7,440.83,456.14,462.32,490.61,513.97,539.16,571.23,612.29,650.51,684.25,720.18,747.38,779.56,811,851.28,894.99,942.57,979.32,1028.1,1085.94,1156.42,1243.33,1344.26,1481.01,1639.57,1814.69,2029.36,2244.75,2481.05,2675.82,2861.31,3024.72,3144.69,3273.37,3400.75,3514.57,3621.81,3697.08,3718.61,3754.98,3751.14,3678.6,3654.69,3644.24,3618.68,3622.53,3643.43,3657.17,3694.89,3753,3784.25,3763.12,3726.82,3712.44,3693.85,3669.86,3716.87,3790.64,3775.32,3724.97,3665.35,3551.48,3419.42,3369.31,3328.34,3232.77,3092.82,2952.7,2857.23,2851.92,2891,2969.93,3218.11,3783.62,4660.22,5713.1,6854.89,7996.44,9015.24,9932.97,10838.92,11727.33,12661.15,13595.68,14554.78,15453.97,16215.21,16825.41,17422.04,17983.38,18337.01,18545.26,18698.89,18884.97,19206.38,19485.54,19575.38,19640.75,19778.1,20029.63,20273.05,20385.46,20376.22,20392.85,20526.77,20780.2,20963.44,20977.24,20915.03,21017.68,21156.29,21308.55,21411.84,21490.57,21591.21,21724.45,21797.75,21754.04,21738.26,21880.12,22116.32,22287.21,22305.95,22268.98,22143.86,22221.55,22433.7,22704.67,22776.02,22712.68,22503.78,22385.52,22542.86,22748.62,22964.63,23031.37,22937.9,22867.75,22715.65,22655.24,22603.05,22583.99,22460.53,22198.29,21989.05,21688.57,21489.66,21203.85,21026.81,20836.92,20765.22,20756.91,20813.72,21014.44,21144.02,21062.6
38689,std_dev,265.81,249.85,236.25,236.78,235.83,256.69,259.76,277.5,288.53,303.38,321.01,340.17,364.14,381.02,401.81,417.74,435.48,451.71,474.2,498.25,525.87,547.32,571.13,596.64,630.48,669.65,711.2,767.51,829.06,897,975.07,1047.95,1128.97,1193.99,1256.68,1311.52,1352.88,1398.47,1446.11,1488.8,1529.79,1563.63,1578.06,1602.81,1616.3,1607.26,1616.72,1628.46,1633.33,1645.37,1667.44,1678.94,1704.33,1733.66,1754.4,1753.66,1753.73,1767.2,1768.77,1766.11,1796.24,1828.91,1829.72,1821.25,1812.45,1786.79,1744.73,1736.87,1732.13,1707.82,1663.85,1624.08,1591.29,1603.32,1625,1658.73,1755.79,1963.99,2260.73,2568.47,2854.62,3096.46,3277.25,3422.16,3558.83,3671.03,3800.59,3914.32,4036.37,4149.98,4237.8,4290.93,4357.57,4434.3,4458.27,4467.14,4480.54,4517.85,4572.43,4616.77,4611.69,4628.23,4647.22,4693.88,4742.71,4762.14,4752.15,4745.99,4781.15,4816.66,4864.97,4855.49,4854.78,4883.93,4917.25,4925.25,4982.56,4997,5016.67,5039.94,5037.31,5031.22,5019.86,5048.09,5104.99,5150.81,5155.94,5125.96,5098.76,5132.52,5182.54,5241.56,5282.75,5283.12,5209.08,5193.67,5246.53,5310.9,5368.3,5388.32,5340.35,5355.56,5351.07,5326.04,5354.12,5391.87,5369.28,5411.61,5412.21,5410.18,5482.45,5480.06,5484.33,5488.51,5480.45,5510.77,5552.32,5617.89,5637.04,5604.23
38690,mean,395.79,358.3,334.62,325.83,332.08,330.67,333.93,345.72,358.88,373.96,402.16,435.57,469.52,503.19,534.19,558.91,584.45,610.36,644.4,680.86,717.85,754.8,804.68,866.98,948.37,1052.81,1182.81,1351.89,1546.14,1772.61,2037.47,2300.38,2579.79,2808.44,3022.42,3216.98,3361.39,3509.94,3666.24,3801.23,3920.31,4015.71,4047.74,4095.6,4100.11,4020.03,3983.17,3968.93,3928.69,3929.89,3957.96,3968.95,4013.25,4077.57,4097.81,4058.98,3998.46,3963.18,3927.24,3886.37,3933.94,4019.17,4000.39,3934.77,3856.55,3706.12,3528.96,3437.66,3353.43,3181.04,2947.96,2722.63,2567.63,2533.69,2571.54,2697.48,3054.71,3834.14,4994.25,6344.01,7731.57,9050.66,10197.43,11189.08,12138.98,13065.2,14016.54,14963.18,15912.77,16779.23,17491.51,18071.69,18659.39,19194.37,19562.09,19756.79,19937.36,20200.49,20526.77,20801.39,20899.82,20973.7,21132.45,21418.52,21704.26,21858.59,21866.43,21887.12,22085.82,22341.52,22587.65,22629.59,22584.23,22717.64,22873.21,23038.74,23155.89,23212.6,23341.76,23499.36,23561.65,23529.19,23505.56,23694.75,23948.17,24149.46,24186.52,24145.87,24029.95,24053.79,24313.24,24604.06,24743.71,24643.03,24430.21,24297.09,24424.15,24646.63,24894.44,24991.75,24856.8,24753.34,24552.35,24501.72,24458.84,24388.5,24243.29,23888.75,23631.92,23267.82,22877.7,22633.87,22370.55,22135.3,22018.52,21944.84,22040.53,22116.56,22320.85,22359.97
38690,std_dev,243.32,224.1,192.95,186.92,187.82,192.65,191.61,203.49,208.32,218.98,236.16,250.16,269.51,288.75,306.33,322.1,336.97,353.11,372.69,393.91,412.57,432.3,458.52,488.53,525.75,573.47,628.04,695.73,769.06,854.01,945.8,1035.89,1129.59,1201.8,1270.65,1338.73,1386.72,1436.94,1496.02,1544.17,1586.72,1626.28,1643.78,1673.73,1690.78,1681.15,1686.8,1701.59,1697.78,1712.46,1737.68,1749.22,1773.56,1809.86,1831.7,1829.84,1820.6,1829.65,1832.09,1828.82,1858.46,1902.55,1901.41,1893.81,1890.45,1851.91,1805.96,1791.77,1774.56,1725.51,1651.87,1580.69,1523.75,1521.83,1536.55,1584.3,1718.51,1997.25,2359.48,2716.87,3032.89,3291,3498.01,3658.9,3793.02,3924.28,4052.62,4168.06,4288.38,4389.63,4455.71,4505.35,4568.67,4627.95,4650.49,4654.75,4662.76,4694.36,4742.94,4784.5,4780.76,4777.25,4801.69,4844.61,4891.18,4902.78,4896.56,4885.47,4915.98,4957.63,5007.06,5000.66,4983.49,5009.65,5034.97,5066.23,5097.1,5119.05,5126.19,5171.85,5146.36,5153.73,5137.03,5162.9,5206.61,5242.51,5264.47,5247.04,5216.25,5225.06,5262.93,5342.34,5369.47,5357.65,5311.51,5282.84,5313.32,5387.01,5453.88,5495.48,5491.46,5475.67,5421.63,5452.01,5496.89,5534.49,5554.01,5570.16,5601.58,5586.23,5647.58,5693.66,5750.36,5718.01,5736.33,5720.31,5761.45,5831.27,5892.78,5942.93
38691,mean,470.41,445.8,437.46,442.13,454.25,458.05,465.27,491.42,507.68,536.29,568.36,606.69,648.51,683.07,720.97,747.86,779.47,810.89,852.95,896.42,940.81,981.23,1029.49,1093.72,1168.07,1270,1390.53,1553.05,1743.84,1961.12,2228.03,2491.87,2781.15,3020.68,3240.51,3444.04,3581.07,3724.84,3879.15,4013.65,4120.33,4209.86,4223.46,4256.86,4247,4141.26,4092.46,4072.16,4018.64,4000.1,4027.45,4037.15,4069.74,4124.19,4148.45,4102.14,4032.96,3998.42,3964.97,3920.51,3962.9,4046.06,4024.36,3955.45,3880.87,3747.17,3572.27,3493.87,3419.07,3276.6,3089.53,2902.27,2781.27,2769.8,2824.26,2923.13,3204.7,3863.39,4931.59,6202.02,7576.2,8941.15,10173.71,11263.77,12331.97,13386.23,14489.54,15612.15,16749.05,17841.88,18732.47,19453.38,20157.32,20826.76,21236.72,21456.69,21615.9,21839.92,22256.92,22594.73,22691.07,22737.04,22875.22,23169.89,23488.22,23634.31,23590.43,23572.15,23731.14,24016.96,24271.16,24331.64,24213.6,24303.75,24477.02,24656.4,24783.35,24900.1,25003.6,25151.23,25238.85,25142.44,25130.19,25260.54,25558.71,25812.65,25846.55,25783.64,25621.14,25632.81,25949.46,26289.21,26465.8,26355.36,26093.67,25876,26004.67,26314.75,26564.52,26759.03,26627.89,26486.31,26244.35,26145.1,26123.16,26086.44,25894.2,25579.25,25330.46,24934.83,24668.51,24360.42,24161.01,23889.15,23734.72,23690.15,23748.19,23988.36,24198.67,24366.66
38691,std_dev,278.23,244.45,233.85,233.11,234.58,242.22,245.97,259.5,271.74,286.45,303.52,317.76,339.53,356.83,377.42,394.25,409.24,426.73,448.1,468.61,490.43,513.8,536.11,564.78,597.36,636.87,685.94,746.31,820.19,895.52,990.91,1078.91,1175.31,1251.68,1326.43,1391.62,1442.89,1489.78,1545.66,1591.26,1634.57,1673.01,1684.09,1706.84,1722.33,1697.11,1694.52,1705.36,1696.11,1702.3,1723.41,1731.22,1750.18,1777.07,1795.66,1788.06,1772.17,1774.78,1773.54,1763.95,1791.03,1827.84,1826.8,1807.49,1803.37,1764.89,1713.53,1698.5,1678.62,1630.68,1576.63,1512.34,1477.17,1481.73,1513.3,1547.72,1647.9,1885.23,2234.68,2601.91,2950.66,3259.33,3516.09,3713.3,3897.24,4073.38,4240.7,4404.53,4576.21,4727.36,4847.34,4926.43,5014.38,5108.13,5130.71,5136.79,5149.79,5202.82,5271.19,5322.86,5320.37,5335.22,5354.04,5413.65,5482.99,5485.06,5486.07,5472.88,5502.71,5562.3,5616.15,5628.63,5618.52,5624.12,5633.01,5681.1,5723.37,5747.4,5764.77,5795.93,5787.49,5793.84,5783.78,5804.8,5872.49,5912.9,5933.32,5923.46,5888.52,5876.57,5950.07,6048.96,6084.85,6063.48,6002.1,5965.88,6024.09,6057.62,6140.55,6187.09,6196.91,6130.25,6088.93,6082.32,6142.32,6145.46,6185.82,6132.87,6150.99,6094.25,6161.46,6220.21,6185.11,6156.24,6143.5,6135.34,6164.86,6206.45,6324.71,6414.4
