Img_name,Band_001,Band_002,Band_003,Band_004,Band_005,Band_006,Band_007,Band_008,Band_009,Band_010,Band_011,Band_012,Band_013,Band_014,Band_015,Band_016,Band_017,Band_018,Band_019,Band_020,Band_021,Band_022,Band_023,Band_024,Band_025,Band_026,Band_027,Band_028,Band_029,Band_030,Band_031,Band_032,Band_033,Band_034,Band_035,Band_036,Band_037,Band_038,Band_039,Band_040,Band_041,Band_042,Band_043,Band_044,Band_045,Band_046,Band_047,Band_048,Band_049,Band_050,Band_051,Band_052,Band_053,Band_054,Band_055,Band_056,Band_057,Band_058,Band_059,Band_060,Band_061,Band_062,Band_063,Band_064,Band_065,Band_066,Band_067,Band_068,Band_069,Band_070,Band_071,Band_072,Band_073,Band_074,Band_075,Band_076,Band_077,Band_078,Band_079,Band_080,Band_081,Band_082,Band_083,Band_084,Band_085,Band_086,Band_087,Band_088,Band_089,Band_090,Band_091,Band_092,Band_093,Band_094,Band_095,Band_096,Band_097,Band_098,Band_099,Band_100,Band_101,Band_102,Band_103,Band_104,Band_105,Band_106,Band_107,Band_108,Band_109,Band_110,Band_111,Band_112,Band_113,Band_114,Band_115,Band_116,Band_117,Band_118,Band_119,Band_120,Band_121,Band_122,Band_123,Band_124,Band_125,Band_126,Band_127,Band_128,Band_129,Band_130,Band_131,Band_132,Band_133,Band_134,Band_135,Band_136,Band_137,Band_138,Band_139,Band_140,Band_141,Band_142,Band_143,Band_144,Band_145,Band_146,Band_147,Band_148,Band_149,Band_150,Band_151,Band_152,Band_153,Band_154,Band_155,Band_156,Band_157,Band_158,Band_159,Band_160
38404,2683.92,2842.44,2985.72,3123.37,3256.48,3389.49,3493.00,3731.17,3921.69,4132.84,4346.73,4565.72,4779.88,4982.81,5209.81,5417.09,5635.79,5870.16,6164.76,6457.23,6762.82,6966.64,7242.96,7508.29,7774.79,8019.86,8268.73,8581.75,8840.07,9098.55,9380.82,9668.05,10009.04,10276.93,10599.81,10918.38,11183.81,11509.50,11837.88,12130.99,12450.81,12768.37,13031.33,13402.84,13713.40,13955.86,14320.40,14657.80,14930.72,15255.16,15575.65,15839.41,16154.04,16534.19,16868.04,17129.64,17439.82,17827.28,18126.03,18355.30,18751.70,19136.54,19309.19,19600.04,20029.76,20286.72,20471.88,20823.71,21115.09,21440.56,21743.66,21941.63,22199.33,22597.64,22874.90,22956.27,23127.17,23508.53,23861.20,23968.94,24132.32,24449.44,24725.65,24915.44,25106.71,25229.62,25468.56,25722.04,26037.10,26359.79,26609.71,26803.06,27126.07,27457.74,27634.87,27708.15,27795.38,27899.97,28307.89,28645.79,28739.89,28840.56,29008.53,29318.42,29570.50,29650.88,29646.49,29682.88,29888.22,30182.08,30397.54,30363.79,30287.59,30453.82,30639.30,30870.55,31032.01,31164.71,31360.92,31526.94,31580.77,31567.95,31588.00,31751.90,32071.39,32251.02,32272.33,32240.32,32176.15,32281.17,32632.92,32965.08,33116.08,33031.62,32813.38,32737.70,33003.68,33330.67,33571.54,33743.84,33742.65,33714.54,33694.35,33711.83,33798.91,34000.92,34023.95,33937.73,34061.51,34174.78,34389.31,34558.86,34656.73,34645.74,34766.98,34789.61,34933.48,35260.50,35485.16,35639.26
38405,2682.88,2833.56,2984.96,3118.89,3258.95,3392.17,3496.54,3731.07,3925.55,4136.25,4350.24,4566.22,4786.84,4986.21,5221.55,5427.23,5647.24,5877.21,6166.95,6465.69,6774.89,6974.79,7253.03,7521.46,7786.24,8038.18,8288.03,8589.56,8842.61,9105.30,9388.21,9676.24,10018.27,10286.75,10603.83,10929.10,11186.47,11505.57,11842.83,12136.31,12458.65,12773.76,13033.37,13410.71,13716.53,13949.80,14314.87,14662.83,14928.14,15254.35,15578.21,15827.98,16143.49,16527.73,16872.62,17128.33,17426.36,17819.38,18131.32,18352.46,18746.59,19133.99,19294.09,19584.14,20021.60,20280.96,20462.23,20821.35,21103.04,21428.87,21731.45,21939.05,22187.49,22589.59,22872.18,22937.85,23096.54,23478.21,23835.94,23943.43,24096.63,24417.80,24706.27,24912.47,25075.67,25195.76,25417.51,25675.05,25992.94,26319.57,26571.20,26759.73,27072.57,27410.44,27588.13,27671.13,27736.35,27808.96,28220.06,28583.15,28691.48,28762.94,28953.45,29248.81,29507.34,29607.72,29579.30,29600.10,29811.30,30091.81,30305.37,30283.68,30190.19,30336.91,30537.59,30788.27,30923.72,31073.23,31269.64,31443.46,31506.39,31485.11,31474.89,31665.41,31980.81,32181.23,32210.13,32153.28,32053.95,32186.96,32524.98,32896.99,33044.01,32948.87,32711.24,32636.93,32918.02,33200.68,33509.06,33643.06,33659.41,33600.24,33579.83,33599.86,33669.16,33817.01,33865.00,33814.38,33937.15,34005.94,34248.85,34445.63,34527.02,34525.15,34556.65,34650.15,34766.11,35096.01,35372.75,35488.46
38407,2575.40,2733.48,2860.42,2986.61,3117.24,3243.78,3344.05,3573.43,3757.91,3964.50,4165.50,4374.82,4576.91,4772.12,4984.23,5179.97,5383.07,5601.40,5877.64,6155.82,6437.86,6623.23,6884.69,7136.82,7385.98,7615.95,7845.55,8130.19,8373.49,8613.87,8867.82,9141.35,9460.58,9710.21,10009.78,10311.71,10546.64,10850.31,11157.26,11432.12,11736.55,12020.99,12259.65,12609.61,12899.09,13121.30,13457.95,13782.64,14023.63,14323.28,14625.33,14857.94,15151.94,15503.32,15831.89,16066.56,16346.98,16711.91,17002.02,17189.52,17559.75,17925.71,18079.12,18346.57,18748.96,18992.57,19150.08,19486.44,19744.92,20047.97,20333.54,20523.55,20745.23,21133.33,21383.03,21444.47,21580.73,21932.86,22264.86,22363.64,22504.23,22799.04,23074.32,23253.07,23411.85,23508.66,23703.60,23957.70,24249.27,24542.88,24770.87,24963.96,25255.00,25572.38,25731.38,25791.42,25852.02,25879.09,26278.65,26637.47,26720.49,26799.89,26947.80,27232.35,27491.58,27558.15,27516.93,27523.77,27728.53,28000.03,28196.76,28148.11,28066.17,28220.32,28375.87,28609.33,28738.97,28864.38,29063.57,29227.48,29273.99,29255.04,29251.35,29445.38,29736.80,29951.82,29961.12,29929.90,29839.27,29972.81,30274.28,30609.19,30762.37,30680.73,30437.19,30347.86,30611.29,30899.34,31178.59,31296.20,31280.93,31285.81,31208.34,31226.35,31292.08,31506.63,31501.63,31439.35,31534.93,31647.19,31815.05,32018.28,32107.48,32114.40,32155.78,32270.62,32369.72,32574.80,32869.05,32988.39
38408,2730.36,2900.55,3050.57,3182.78,3315.90,3445.33,3526.76,3784.95,3977.57,4202.13,4412.25,4639.02,4851.80,5050.02,5269.92,5473.80,5680.32,5905.05,6195.85,6481.66,6780.87,6951.27,7225.99,7490.13,7739.46,7975.30,8207.15,8509.11,8759.78,8995.46,9253.42,9542.29,9871.20,10130.79,10435.49,10753.96,10995.89,11304.50,11618.06,11902.82,12209.32,12504.33,12750.30,13109.08,13398.70,13633.88,13978.39,14309.29,14566.57,14877.84,15163.61,15418.87,15717.54,16098.93,16432.86,16670.25,16960.00,17327.54,17635.65,17820.81,18205.02,18579.12,18739.80,19014.97,19436.72,19679.47,19836.54,20185.18,20435.84,20775.39,21058.57,21255.29,21485.33,21868.13,22155.48,22203.86,22339.62,22676.96,23049.88,23158.59,23296.21,23598.89,23880.02,24061.03,24228.21,24305.78,24507.53,24750.45,25050.94,25381.18,25618.49,25827.05,26132.88,26467.76,26638.24,26702.52,26732.79,26705.62,27141.92,27544.34,27662.53,27735.28,27903.66,28188.27,28451.98,28519.12,28490.49,28507.58,28702.62,28965.69,29183.93,29115.66,28985.53,29142.25,29314.75,29571.11,29718.72,29858.40,30051.65,30236.93,30267.26,30256.18,30235.39,30432.25,30729.57,30932.06,30953.07,30908.21,30821.96,30928.42,31272.47,31621.26,31742.64,31711.03,31383.53,31282.23,31595.98,31893.75,32136.85,32288.15,32281.74,32239.44,32210.89,32234.19,32241.26,32368.75,32442.20,32368.89,32453.03,32585.91,32793.90,33019.23,33051.55,33114.69,33138.76,33236.98,33384.35,33625.06,33930.39,34056.35
38409,2290.69,2437.79,2545.88,2667.15,2783.39,2908.29,2998.79,3200.41,3362.14,3549.82,3729.23,3916.13,4107.40,4283.19,4476.17,4654.56,4850.21,5047.11,5304.32,5557.58,5822.28,5999.60,6241.34,6471.67,6701.32,6922.21,7136.54,7403.34,7625.13,7844.46,8102.89,8337.79,8641.43,8866.32,9142.53,9425.84,9650.78,9930.32,10217.21,10470.49,10750.59,11029.92,11240.91,11567.30,11851.81,12046.76,12368.06,12670.51,12887.22,13181.96,13469.83,13683.33,13945.66,14289.64,14580.88,14797.42,15059.41,15407.94,15676.73,15848.82,16198.93,16555.32,16682.85,16917.13,17304.79,17545.81,17688.85,18001.22,18252.54,18535.92,18797.29,18970.20,19171.66,19530.46,19801.87,19840.05,19960.98,20318.95,20643.52,20727.67,20842.27,21127.69,21377.52,21541.94,21688.52,21802.98,21997.73,22225.66,22507.83,22785.51,22987.82,23145.61,23411.09,23710.49,23861.83,23906.97,23970.92,24067.42,24431.12,24725.28,24800.08,24852.89,25003.69,25261.98,25532.34,25631.61,25574.71,25574.01,25761.75,26018.80,26221.26,26196.39,26112.74,26246.90,26407.38,26644.21,26756.40,26866.16,27014.87,27175.43,27217.05,27166.10,27172.75,27331.82,27603.78,27820.70,27846.02,27770.54,27672.48,27778.50,28080.63,28407.63,28538.21,28466.47,28231.67,28142.55,28361.52,28655.59,28925.52,29063.76,29024.68,28997.78,28953.70,28993.54,29059.89,29234.89,29242.64,29188.25,29281.65,29334.68,29592.04,29770.61,29794.47,29764.03,29762.40,29817.87,29970.24,30212.27,30459.08,30612.37
38410,2799.35,2990.95,3147.65,3278.43,3402.79,3543.22,3618.91,3896.39,4093.28,4320.82,4541.27,4774.01,4983.60,5188.96,5411.40,5610.28,5823.12,6040.81,6338.95,6630.68,6922.94,7082.63,7362.23,7627.01,7882.44,8104.32,8337.09,8639.13,8882.69,9116.59,9362.28,9660.00,9992.83,10244.66,10553.39,10869.78,11097.22,11414.12,11730.25,12006.55,12314.25,12599.26,12846.98,13201.56,13495.69,13716.41,14065.06,14398.92,14659.36,14954.70,15242.34,15486.71,15799.51,16169.97,16507.01,16742.64,17035.32,17395.46,17702.19,17891.96,18276.22,18651.25,18806.41,19082.10,19494.14,19743.35,19885.74,20242.90,20479.92,20829.08,21119.99,21306.94,21530.63,21914.07,22188.15,22243.68,22370.03,22698.20,23062.48,23178.60,23318.07,23623.98,23915.34,24090.49,24254.42,24298.87,24503.29,24739.99,25030.11,25371.26,25627.03,25830.62,26144.28,26470.76,26639.73,26694.64,26709.88,26613.26,27097.53,27552.17,27668.67,27738.30,27903.40,28194.08,28437.75,28507.26,28464.31,28501.73,28681.86,28965.18,29184.71,29112.23,28962.56,29120.13,29289.44,29560.16,29692.83,29828.42,30047.62,30207.49,30264.98,30225.06,30199.20,30364.87,30687.42,30893.46,30888.81,30862.71,30749.81,30852.87,31208.77,31528.98,31657.43,31564.89,31282.80,31140.81,31423.86,31744.47,32003.64,32108.95,32109.25,32137.62,32072.33,32037.46,31993.61,32128.03,32220.75,32158.64,32234.02,32334.07,32555.94,32747.27,32868.89,32847.36,32985.07,33050.94,33178.65,33485.45,33734.31,33916.76
38411,2897.62,3093.77,3242.11,3375.46,3522.58,3651.40,3725.29,4014.28,4217.25,4446.12,4677.89,4918.39,5140.17,5347.84,5575.44,5783.38,5987.25,6211.42,6516.88,6817.52,7124.45,7274.50,7562.32,7833.89,8101.33,8324.90,8557.55,8869.26,9122.10,9355.96,9604.10,9911.34,10248.27,10507.54,10823.40,11144.40,11386.22,11702.84,12032.67,12314.42,12622.06,12914.73,13169.60,13527.49,13826.32,14062.52,14414.09,14755.75,15018.55,15321.80,15603.90,15871.94,16188.31,16565.77,16907.57,17151.14,17452.62,17826.54,18135.73,18329.06,18719.65,19100.43,19259.33,19534.73,19968.16,20217.85,20367.81,20727.25,20967.69,21321.50,21621.77,21808.45,22049.99,22438.92,22715.77,22768.36,22910.04,23238.94,23616.91,23724.67,23858.55,24186.18,24474.19,24662.07,24826.74,24884.24,25071.30,25320.68,25618.06,25953.47,26234.86,26428.76,26749.90,27086.12,27264.13,27320.35,27338.05,27220.18,27708.96,28177.91,28302.56,28379.48,28561.91,28837.59,29103.07,29165.73,29138.22,29155.82,29351.57,29645.20,29849.35,29786.35,29630.26,29800.19,29973.22,30231.60,30378.04,30517.05,30737.50,30902.98,30969.48,30930.73,30904.70,31088.21,31393.53,31597.55,31613.12,31546.40,31479.02,31567.27,31913.93,32244.56,32394.31,32297.85,31974.01,31860.17,32152.45,32440.01,32697.39,32804.69,32837.75,32845.80,32811.43,32726.95,32721.37,32870.31,32917.01,32860.01,32959.87,33048.85,33305.47,33496.93,33584.47,33627.96,33749.68,33857.93,33980.88,34259.68,34539.02,34693.98
38412,2820.68,3000.17,3155.48,3287.33,3426.45,3563.42,3664.94,3929.65,4134.12,4358.07,4582.04,4812.83,5038.05,5245.06,5479.73,5689.21,5916.42,6152.42,6455.19,6756.06,7069.04,7257.77,7546.98,7825.48,8094.32,8344.17,8589.24,8908.81,9170.62,9417.59,9701.66,9999.26,10351.20,10615.17,10945.72,11278.55,11532.05,11860.88,12199.10,12488.17,12817.99,13131.54,13389.69,13774.53,14096.36,14321.74,14695.97,15051.71,15306.72,15644.08,15970.63,16225.88,16543.65,16926.22,17284.40,17540.05,17843.36,18244.55,18567.33,18753.62,19170.37,19592.84,19734.41,20016.33,20467.38,20743.86,20903.76,21274.11,21548.67,21891.39,22196.91,22394.87,22633.55,23054.90,23360.60,23418.58,23533.89,23926.36,24315.34,24417.93,24553.87,24894.38,25196.11,25388.59,25556.65,25651.56,25870.16,26125.98,26455.91,26796.55,27053.53,27243.10,27563.62,27911.21,28086.55,28143.29,28194.92,28214.09,28673.86,29093.42,29181.22,29237.38,29404.90,29733.76,30036.97,30099.47,30050.44,30051.79,30271.88,30564.62,30805.10,30753.83,30634.74,30804.63,30965.72,31247.13,31394.97,31515.54,31712.36,31896.96,31950.94,31894.39,31893.48,32063.15,32389.65,32636.49,32646.64,32587.09,32453.07,32576.54,32922.55,33308.58,33451.17,33343.42,33064.62,32931.27,33199.30,33543.29,33842.09,33972.29,34030.33,33972.17,33877.30,33888.60,33922.78,34076.97,34153.56,34061.78,34159.04,34258.46,34496.27,34708.21,34780.31,34749.98,34786.25,34882.45,35057.96,35262.40,35629.41,35804.48
38413,2214.34,2334.77,2470.75,2577.15,2688.03,2800.19,2882.78,3078.60,3236.49,3413.70,3591.50,3772.79,3951.82,4114.22,4306.90,4473.75,4651.24,4843.04,5089.28,5324.09,5574.73,5738.61,5965.80,6184.95,6395.84,6606.22,6803.91,7056.54,7266.41,7469.09,7706.97,7937.40,8219.42,8435.66,8695.08,8963.44,9164.76,9434.32,9699.63,9937.95,10205.60,10461.21,10668.40,10971.61,11239.00,11415.51,11721.95,12006.36,12210.03,12478.36,12750.73,12955.09,13202.52,13520.38,13799.40,14003.84,14243.44,14570.81,14827.87,14989.06,15318.07,15656.31,15769.49,15992.31,16365.20,16582.72,16712.39,17009.43,17236.87,17509.11,17753.65,17920.12,18107.69,18449.06,18696.34,18729.38,18837.12,19168.43,19479.37,19563.78,19665.24,19935.23,20185.29,20340.46,20467.25,20561.64,20741.64,20959.23,21220.20,21502.54,21690.94,21831.98,22083.57,22370.28,22510.86,22563.31,22599.44,22656.51,23018.31,23330.44,23406.98,23452.89,23577.11,23844.98,24068.03,24143.70,24101.41,24110.46,24291.80,24534.29,24724.42,24699.06,24600.08,24728.61,24875.64,25074.79,25210.37,25320.00,25459.53,25618.26,25657.47,25622.04,25592.55,25743.59,26016.96,26211.85,26212.18,26166.55,26063.93,26151.54,26455.00,26751.46,26868.61,26826.75,26574.42,26453.52,26691.62,26974.56,27231.74,27358.69,27315.14,27303.47,27259.15,27267.26,27322.98,27466.80,27481.98,27456.80,27501.36,27554.88,27779.36,27939.51,27993.16,27965.25,27994.31,28048.16,28156.54,28408.36,28659.85,28775.34
38414,2464.16,2628.28,2759.52,2879.03,3007.92,3139.19,3224.90,3452.85,3636.06,3831.78,4028.84,4227.20,4425.27,4614.94,4825.02,5013.09,5213.09,5419.50,5691.41,5959.62,6239.72,6418.32,6674.26,6924.57,7155.00,7386.16,7606.24,7884.51,8120.71,8344.59,8607.07,8861.56,9181.47,9413.84,9705.36,10006.98,10230.99,10529.96,10835.63,11093.88,11384.86,11672.85,11898.26,12237.29,12535.27,12733.58,13063.26,13385.30,13608.58,13910.96,14216.05,14438.84,14709.90,15070.28,15382.03,15610.42,15879.33,16241.07,16526.92,16699.92,17063.17,17453.05,17571.17,17812.14,18231.28,18480.11,18617.71,18947.60,19201.67,19502.62,19775.99,19963.27,20158.31,20553.69,20825.74,20858.07,20962.04,21334.19,21693.66,21780.67,21893.02,22185.64,22469.89,22632.46,22787.00,22872.63,23076.74,23311.86,23605.73,23921.10,24133.17,24273.80,24576.29,24881.97,25039.92,25077.74,25112.10,25163.36,25577.04,25933.53,26005.63,26060.22,26211.42,26490.26,26771.39,26856.30,26790.41,26797.98,26971.43,27262.15,27461.42,27423.44,27305.83,27450.82,27636.07,27865.63,27997.71,28111.84,28275.00,28446.01,28491.08,28449.74,28410.54,28582.42,28868.84,29083.33,29105.00,29052.91,28921.48,29021.93,29348.98,29700.25,29854.27,29757.75,29511.59,29371.74,29615.59,29920.12,30227.79,30343.87,30351.37,30288.31,30221.29,30245.06,30325.39,30475.43,30505.28,30415.91,30498.51,30561.51,30779.37,30961.22,31044.46,31000.38,30995.44,31104.61,31222.64,31479.47,31724.92,31928.43
38415,3026.36,3217.36,3392.44,3534.85,3668.25,3794.89,3834.41,4174.91,4374.00,4630.97,4862.34,5123.18,5332.98,5533.48,5754.42,5960.43,6147.72,6361.58,6668.94,6959.57,7262.11,7359.74,7641.96,7904.35,8158.06,8355.75,8570.35,8882.43,9117.57,9319.43,9524.11,9846.15,10168.74,10411.95,10719.86,11026.77,11232.51,11537.44,11843.52,12109.13,12406.81,12670.16,12907.72,13256.01,13522.98,13741.76,14089.31,14405.28,14663.61,14930.76,15172.27,15438.26,15742.08,16110.47,16445.50,16669.23,16945.87,17298.93,17612.54,17782.96,18146.44,18514.44,18653.21,18925.57,19334.91,19567.01,19697.88,20047.09,20235.94,20601.54,20891.40,21077.32,21282.83,21650.67,21913.90,21963.47,22060.65,22338.75,22722.76,22829.76,22962.16,23251.46,23558.82,23731.19,23876.76,23854.53,24019.58,24242.76,24527.15,24884.05,25155.44,25369.73,25689.68,26016.01,26170.57,26241.09,26212.82,25930.66,26477.59,27029.81,27157.62,27226.75,27384.44,27675.77,27912.46,27951.22,27913.04,27922.26,28110.12,28382.84,28600.15,28485.60,28286.51,28458.08,28617.06,28886.67,29026.80,29184.61,29403.85,29560.93,29638.31,29570.79,29562.45,29727.23,30050.69,30237.79,30219.67,30209.19,30107.39,30230.07,30534.05,30856.35,30998.87,30862.82,30548.00,30374.34,30687.79,30987.81,31223.11,31307.26,31350.72,31393.82,31323.52,31246.82,31112.47,31231.28,31369.29,31272.31,31380.78,31473.19,31710.95,31922.20,32052.04,32126.63,32270.82,32409.79,32464.40,32813.89,33091.22,33289.06
38416,2422.22,2602.45,2737.40,2851.89,2965.08,3052.22,3076.76,3361.86,3526.35,3732.47,3921.66,4142.71,4310.45,4469.98,4647.97,4812.60,4952.13,5123.18,5371.06,5602.80,5841.24,5906.28,6130.61,6342.89,6544.52,6695.63,6862.66,7111.30,7302.34,7450.23,7602.09,7864.91,8120.84,8314.37,8556.61,8797.63,8949.96,9190.63,9430.73,9643.74,9881.68,10079.83,10266.86,10534.65,10749.15,10919.74,11186.36,11441.21,11637.85,11843.87,12033.40,12239.18,12485.20,12774.97,13049.82,13218.13,13431.83,13716.02,13961.67,14094.06,14377.66,14668.61,14783.98,15002.39,15317.65,15496.03,15576.70,15863.40,15992.39,16301.60,16537.48,16664.83,16831.25,17113.96,17318.78,17359.94,17424.55,17626.15,17942.19,18016.52,18130.53,18367.65,18602.77,18743.44,18864.69,18809.95,18936.64,19106.09,19329.95,19605.83,19839.51,20014.42,20270.86,20535.17,20663.16,20706.90,20645.36,20327.76,20813.92,21305.52,21412.20,21471.52,21586.88,21814.64,21989.55,22018.87,21971.63,21999.87,22120.85,22353.01,22506.69,22389.23,22198.35,22348.79,22468.07,22699.54,22783.61,22924.45,23113.86,23245.00,23312.44,23264.76,23217.88,23355.59,23628.74,23774.37,23735.58,23738.28,23668.68,23761.45,23988.57,24267.20,24332.63,24253.11,23935.99,23786.80,24069.47,24272.54,24459.11,24537.74,24554.41,24614.84,24558.37,24459.37,24302.40,24367.74,24511.54,24420.97,24492.10,24583.11,24766.23,24950.37,25055.40,25110.56,25273.49,25337.54,25453.71,25712.79,25905.42,26114.57
38417,2638.85,2805.66,2946.53,3063.79,3189.87,3313.66,3382.41,3645.88,3826.36,4037.93,4244.74,4461.54,4660.81,4849.52,5056.23,5242.76,5431.94,5639.14,5919.24,6191.07,6466.88,6613.56,6869.04,7119.49,7359.48,7570.52,7781.16,8064.19,8296.81,8512.53,8749.90,9023.32,9335.05,9570.62,9863.05,10156.43,10370.73,10658.10,10960.24,11219.71,11513.25,11781.27,12010.02,12341.47,12615.97,12826.48,13149.89,13472.52,13706.23,13988.74,14257.69,14494.73,14778.47,15129.40,15450.81,15666.14,15930.83,16282.58,16573.34,16751.65,17108.07,17467.35,17601.38,17859.98,18259.49,18485.09,18622.64,18956.11,19175.97,19503.78,19780.11,19953.59,20164.82,20532.42,20797.48,20840.50,20956.60,21280.04,21627.64,21718.50,21839.59,22138.74,22402.69,22581.56,22734.04,22780.61,22977.85,23186.72,23479.38,23780.64,24026.52,24214.99,24513.03,24829.86,24993.92,25052.30,25074.25,25001.21,25444.95,25862.20,25946.03,26010.66,26185.63,26445.83,26692.28,26757.34,26718.20,26737.13,26918.27,27173.88,27394.82,27315.15,27197.78,27340.98,27501.39,27753.76,27881.40,28018.66,28200.11,28376.30,28425.18,28388.59,28378.52,28556.28,28858.09,29032.92,29045.72,29008.07,28918.27,29028.90,29355.19,29688.25,29800.18,29721.26,29429.33,29312.25,29591.04,29872.63,30114.33,30254.89,30255.89,30244.87,30176.80,30183.55,30144.11,30300.90,30382.29,30337.49,30433.04,30502.74,30712.20,30973.25,31012.34,31062.05,31143.06,31196.00,31320.09,31626.77,31940.79,32094.55
38418,2529.27,2664.15,2797.75,2922.41,3057.36,3189.56,3288.02,3517.62,3686.60,3889.31,4092.77,4293.78,4500.32,4693.05,4911.53,5106.08,5317.09,5539.65,5818.30,6094.56,6380.52,6578.29,6847.23,7097.00,7343.05,7587.50,7817.47,8115.61,8358.15,8601.81,8877.21,9140.68,9472.86,9717.93,10022.54,10332.78,10582.21,10886.16,11199.87,11480.13,11784.55,12088.19,12328.71,12681.12,12996.74,13212.21,13556.81,13888.25,14130.51,14452.17,14762.92,15000.96,15292.05,15666.48,15990.80,16232.23,16528.39,16900.06,17197.35,17387.33,17785.41,18174.96,18307.87,18574.28,19002.72,19253.86,19415.23,19765.19,20035.75,20346.19,20623.78,20829.44,21044.08,21445.46,21722.48,21770.54,21917.31,22320.36,22665.36,22759.27,22884.92,23194.32,23483.27,23652.30,23829.03,23933.51,24154.47,24408.70,24707.35,25031.99,25250.03,25420.69,25725.29,26064.85,26220.39,26281.75,26348.40,26447.77,26853.46,27178.25,27263.70,27321.89,27487.55,27789.00,28069.90,28144.53,28116.45,28130.69,28330.91,28617.09,28852.73,28807.71,28710.89,28836.19,29017.84,29279.43,29426.84,29552.21,29719.03,29881.37,29942.87,29920.18,29916.78,30087.24,30411.01,30607.33,30636.72,30597.64,30489.36,30605.70,30936.72,31291.94,31437.61,31360.20,31125.48,31043.90,31299.78,31607.66,31898.58,32061.89,32036.81,32008.31,31959.32,31980.48,32046.75,32249.46,32287.55,32199.92,32257.78,32422.23,32635.53,32844.40,32889.26,32890.29,32906.85,32965.27,33062.96,33377.16,33656.46,33822.24
38419,2614.36,2774.90,2916.09,3039.24,3166.24,3287.89,3369.73,3622.42,3800.31,4011.31,4217.03,4435.58,4630.21,4818.48,5026.45,5216.39,5411.30,5619.87,5897.61,6167.13,6447.94,6606.16,6866.21,7112.41,7354.61,7568.26,7786.56,8073.42,8308.15,8526.97,8765.90,9044.84,9360.15,9596.49,9888.66,10179.92,10410.38,10703.97,11003.07,11261.30,11557.11,11834.99,12067.07,12403.36,12685.52,12899.27,13222.93,13542.38,13784.39,14070.53,14343.58,14578.08,14865.88,15220.44,15537.97,15768.45,16043.13,16391.15,16679.82,16856.54,17217.55,17581.57,17723.08,17980.04,18381.57,18615.27,18756.37,19090.81,19326.27,19648.98,19917.76,20106.03,20321.08,20687.22,20949.68,20994.71,21123.83,21459.40,21799.37,21895.73,22031.01,22327.24,22597.22,22767.24,22919.60,22987.17,23178.39,23395.43,23697.40,24007.79,24238.28,24414.98,24726.57,25040.74,25209.28,25260.94,25285.49,25257.15,25669.07,26075.40,26174.73,26247.06,26397.00,26678.89,26932.35,27003.95,26968.93,26986.16,27169.59,27431.45,27644.52,27591.03,27462.53,27612.36,27765.54,28016.25,28158.89,28276.46,28478.68,28641.34,28697.97,28657.57,28649.86,28801.98,29114.69,29328.71,29333.98,29295.61,29191.83,29292.97,29623.13,29978.21,30084.35,29991.91,29714.59,29606.19,29922.38,30193.52,30465.67,30570.58,30592.12,30555.94,30534.35,30499.30,30497.51,30649.52,30747.73,30691.52,30754.29,30830.42,31059.75,31279.19,31376.59,31335.01,31469.33,31530.85,31679.24,31887.29,32209.18,32382.99
38420,2818.44,3010.62,3157.54,3295.66,3423.13,3549.21,3620.83,3899.99,4102.24,4329.21,4546.60,4787.04,5000.38,5195.37,5417.90,5616.17,5811.34,6036.18,6330.29,6618.88,6915.33,7062.40,7339.37,7603.92,7859.24,8081.17,8304.66,8606.30,8855.53,9076.72,9323.12,9613.37,9949.34,10196.78,10504.42,10820.96,11043.91,11354.41,11668.72,11941.19,12251.29,12540.14,12778.02,13132.12,13432.03,13643.84,13989.67,14324.40,14574.18,14863.56,15150.74,15402.05,15703.19,16078.65,16414.28,16644.10,16929.90,17303.54,17605.76,17787.50,18166.46,18551.75,18693.84,18961.20,19383.01,19627.81,19760.51,20118.08,20358.53,20699.69,20986.18,21179.26,21399.77,21787.71,22068.93,22112.09,22225.05,22565.70,22947.35,23032.02,23166.80,23470.39,23757.49,23935.87,24082.46,24141.47,24344.85,24578.24,24872.65,25206.02,25461.31,25643.03,25964.84,26295.53,26461.11,26519.40,26531.36,26449.02,26924.22,27366.26,27472.62,27543.50,27700.08,27990.29,28252.57,28314.75,28267.98,28287.44,28472.89,28768.05,28991.70,28895.32,28748.02,28905.57,29094.82,29343.93,29492.24,29616.92,29822.33,29992.42,30063.47,30015.39,29999.99,30179.16,30487.22,30703.67,30698.60,30679.25,30547.50,30665.97,31022.85,31352.97,31485.06,31413.77,31114.89,30985.65,31273.83,31563.57,31839.84,31950.88,31968.39,31966.95,31918.56,31887.21,31859.72,32042.04,32105.71,32018.92,32095.50,32204.60,32430.25,32677.30,32715.31,32764.23,32884.01,32933.48,33078.84,33367.76,33671.61,33800.77
