Barcode,Print Info,Variety ID,Variety,Batch,Sample #,Extraction date,Measurement Date,Glucose,Fructose,Sucrose,Raffinose,1-Kestose,Maltose,Nystose,"1,1,1-Kestopentaose",Total Fructan
38368,Cabaret-R1_L1P3,26,Cabaret,1,1,20180118,20180129,0.526,0.389,14.1397,6.9578,2.2978,0.6074,0.8382,0.069,7.2098
38369,Hassan-R1_L1P4,73,Hassan,1,2,20180118,20180129,0.4859,0.3648,11.2474,5.2362,2.4178,0.498,1.3786,0.2214,8.311
38370,Goldie-R1_L1P5,66,Goldie,1,3,20180118,20180129,0.8784,0.8297,13.1672,7.7565,3.3678,1.2678,2.2351,1.1188,14.6028
38371,Foxtrot-R1_L1P6,61,Foxtrot,1,4,20180118,20180129,0.2633,0.2622,6.5676,4.6418,1.0702,0.2225,0.262,0.1631,3.2343
38372,check 3-R1_L1P7,103,Mundah,1,5,20180118,20180129,0.5243,0.3051,11.9172,5.373,2.6397,0.8873,0.5425,0.1852,6.9215
38374,Extract-R1_L1P9,55,Extract,1,6,20180118,20180129,0.6114,0.4913,11.2841,4.5749,2.0705,0.7132,1.5353,0.6373,9.0696
38373,Roxana-R1_L1P8,124,Roxana,1,7,20180118,20180129,0.5532,0.5901,10.5151,7.196,2.1329,0.7392,0.9485,0.1213,6.4091
38376,Velvet-R1_L1P11,152,Velvet,1,8,20180118,20180129,0.9331,1.0467,13.7581,5.2965,3.7651,0.6034,2.563,1.1333,17.571
38377,Prisma-R1_L1P12,115,Prisma,1,9,20180118,20180129,0.564,0.4895,10.0859,6.8276,1.6431,1.6731,0.9399,0.1481,6.9668
38378,Ida-R1_L1P13,82,Ida,1,10,20180118,20180129,0.3368,0.4329,11.3415,6.227,1.9679,0.5829,0.567,0.3932,6.0166
38379,Sj christina-R1_L1P14,133,Sj christina,1,11,20180118,20180129,0.4154,0.4923,10.9123,7.7781,2.289,0.5446,1.3282,0.7158,9.2284
38380,Astoria-R1_L1P15,14,Astoria,1,12,20180118,20180129,0.1931,0.2274,11.0573,6.1418,2.0682,0.9375,0.7466,0.4209,6.1391
38381,Wren-R1_L1P16,158,Wren,1,13,20180118,20180129,0.2741,0.229,9.8215,5.7444,2.3106,0.9933,0.3457,0.1154,6.3557
38382,Keops-R1_L1P17,87,Keops,1,14,20180118,20180129,0.2011,0.2296,9.3047,5.8451,1.888,0.7605,0.1669,0.1045,4.2988
38383,Maypole-R1_L1P18,98,Maypole,1,15,20180118,20180129,0.1883,0.2126,10.9523,7.2133,2.5922,1.2483,0.0792,0.035,5.4907
38384,Cambrinus-R1_L1P19,29,Cambrinus,1,16,20180118,20180129,0.1836,0.2764,11.2067,6.1022,2.7261,0.9931,0.4963,0.261,6.8855
38375,Viivi-R1_L1P10,153,Viivi,1,17,20180118,20180129,0.4038,0.3448,9.6799,5.46,2.1311,0.9649,0.8546,0.6713,7.613
38385,Anaconda-R1_L1P20,10,Anaconda,1,18,20180118,20180129,0.3269,0.1586,9.8893,5.4552,2.6019,1.3227,0.0991,-0.0093,5.2862
38386,Cecilia-R1_L1P21,34,Cecilia,1,19,20180118,20180129,0.5543,0.2965,12.241,4.8594,1.6137,2.3953,1.0156,0.1477,5.6587
38387,Global-R1_L1P22,64,Global,1,20,20180118,20180129,0.7324,0.7364,13.5669,7.317,2.9946,0.7663,2.0553,0.7251,13.0127
38388,Macarena-R1_L1P23,95,Macarena,1,21,20180118,20180129,0.3997,0.3782,10.5671,5.7955,1.8569,1.1618,0.342,0.249,4.8175
38389,Cellar-R1_L1P24,36,Cellar,1,22,20180118,20180129,0.5315,0.5064,10.4719,4.6767,1.9496,0.6556,0.8602,0.261,7.6803
38390,check 1-R1_L1P25,78,Hindmarsh,1,23,20180118,20180129,0.2267,0.3726,7.6849,5.876,1.4571,0.488,0.2813,0.1152,4.2336
38391,Agenda-R1_L2P2,4,Agenda,2,24,20180119,20180130,0.9121,0.719,10.7295,5.4178,3.4832,0.819,1.5742,0.1655,10.7533
38392,Charm-R1_L2P3,38,Charm,2,25,20180119,20180130,0.2287,0.4274,8.0158,6.9996,2.2537,0.9751,0.1239,0.0457,4.7939
38393,Tabora-R1_L2P4,137,Tabora,2,26,20180119,20180130,0.8151,0.7769,13.8687,5.0145,2.8687,1.1104,2.2261,0.8837,12.3523
38394,Poker-R1_L2P5,113,Poker,2,27,20180119,20180130,0.3523,0.6562,11.441,7.8817,2.0966,0.8941,0.9168,0.4257,6.9061
38395,Gundel-R1_L2P6,69,Gundel,2,28,20180119,20180130,0.3235,0.5349,9.7998,7.2032,1.7494,0.6897,0.5919,0.1538,5.5765
38396,Hana-R1_L2P7,70,Hana,2,29,20180119,20180130,0.2262,0.375,8.2584,5.8125,1.588,0.9854,0.2823,0.1135,4.0804
38397,Prosa-R1_L2P8,116,Prosa,2,30,20180119,20180130,0.5089,0.6501,9.9006,4.1007,2.3108,0.7585,1.1062,0.3089,7.83
38404,Hopper-R1_L2P15,79,Hopper,2,31,20180119,20180130,1.2266,1.2935,11.9799,5.5011,3.4039,0.8111,1.2534,0.1303,10.7886
38405,Taphouse-R1_L2P16,139,Taphouse,2,32,20180119,20180130,0.2006,0.3264,8.0118,5.3098,1.5922,0.7212,0.075,0.0389,3.5386
38407,Chime-R1_L2P18,40,Chime,2,33,20180119,20180130,1.2578,1.1328,12.87,6.1578,3.1318,0.9145,2.2652,0.3203,11.6199
38408,Troon-R1_L2P19,146,Troon,2,34,20180119,20180130,0.8493,0.9253,12.8556,7.1552,2.5677,0.8962,1.4248,0.9635,10.9997
38409,Vankkuri-R1_L2P20,151,Vankkuri,2,35,20180119,20180130,0.2008,0.3692,8.9428,7.1504,1.7047,0.6657,0.1513,0.0423,3.9893
38410,Gant-R1_L2P21,63,Gant,2,36,20180119,20180130,0.3358,0.4324,10.2004,7.9801,1.7054,0.5382,0.1477,0.0324,4.047
38411,Avec-R1_L2P22,19,Avec,2,37,20180119,20180130,0.2656,0.375,8.9446,5.9497,1.4222,0.9771,0.2219,0.0565,3.6896
38412,Adonis-R1_L2P23,3,Adonis,2,38,20180119,20180130,0.3914,0.5237,12.8233,7.9265,2.7682,0.6364,1.1029,0.3431,9.2263
38413,Campala-R1_L2P24,31,Campala,2,39,20180119,20180130,0.3543,0.5366,10.1554,5.4121,2.2892,0.7346,0.8495,0.167,7.3171
38414,Toucan-R1_L2P25,144,Toucan,2,40,20180119,20180130,0.2327,0.2378,8.863,5.7106,2.1935,1.1174,0.2273,0.099,5.2004
38415,Elo-R1_L3P2,54,Elo,2,41,20180119,20180130,0.2969,0.5265,9.2632,5.9555,2.121,0.7195,0.4896,0.2248,6.0109
38416,Neruda-R1_L3P3,104,Neruda,2,42,20180119,20180130,0.5438,0.7554,11.6289,5.7908,2.9906,0.85,1.8893,0.348,12.1289
38417,Scandium-R1_L3P4,129,Scandium,2,43,20180119,20180130,0.6433,0.8128,12.0686,7.9068,1.7787,0.7756,1.0781,0.181,8.0194
38418,Wicket-R1_L3P5,156,Wicket,2,44,20180119,20180130,0.6065,0.6527,9.1902,5.0967,1.6109,0.691,0.3377,0.1045,4.5273
38419,Lina-R1_L3P6,91,Lina,2,45,20180119,20180130,0.5761,0.6513,9.6385,3.5349,2.8156,0.536,1.5214,0.255,10.7442
38420,Baronesse-R1_L3P7,21,Baronesse,2,46,20180119,20180130,0.6282,0.8518,12.9761,5.3991,3.5189,0.7539,2.3987,0.3986,13.6197
38421,check 3-R2_L3P8,103,Mundah,3,47,20180122,20180131,0.8109,0.6577,15.2957,7.8363,3.2896,0.8903,0.9381,0.2515,9.32
38422,Catalina-R1_L3P9,33,Catalina,3,48,20180122,20180131,1.2608,1.379,15.938,5.8534,4.1284,0.8469,2.2085,0.3781,17.5059
38423,Jive-R1_L3P10,86,Jive,3,49,20180122,20180131,0.4103,0.4931,10.0823,6.3998,2.7057,0.8291,1.7184,0.6096,10.6677
38424,Linden-R1_L3P11,92,Linden,3,50,20180122,20180131,1.0003,1.1248,15.5602,7.4884,4.9732,0.8165,2.8972,0.1946,17.4013
38425,Camir-R1_L3P12,30,Camir,3,51,20180122,20180131,0.5742,0.6441,11.7834,7.5106,2.2915,1.0903,0.7882,0.5574,7.5179
38426,Quench-R1_L3P13,118,Quench,3,52,20180122,20180131,0.7652,0.9437,13.522,7.8879,3.8355,0.6392,2.8117,0.8661,18.9538
38429,Starlight-R1_L3P16,135,Starlight,3,53,20180122,20180131,0.8741,0.9937,12.5212,5.2679,3.4116,1.0168,1.9466,0.3652,13.533
38430,Quartet-R1_L3P17,117,Quartet,3,54,20180122,20180131,1.6664,2.1414,15.9487,4.0842,5.4004,0.6566,3.4614,0.4796,25.6741
38398,check 2-R1_L2P9,58,Fleet,3,55,20180122,20180131,0.5015,0.4273,11.5171,4.9703,3.6738,1.586,0.1257,0.1009,7.9527
38399,Helmi-R1_L2P10,75,Helmi,3,56,20180122,20180131,0.4381,0.5474,9.706,6.4496,1.5769,0.4105,0.7488,0.1152,5.366
38400,Franklin-R1_L2P11,62,Franklin,3,57,20180122,20180131,0.4682,0.6613,9.2473,5.0353,2.3027,0.4415,0.7817,0.122,8.2176
38401,Auriga-R1_L2P12,18,Auriga,3,58,20180122,20180131,0.4302,0.6393,11.3754,7.2356,3.1235,0.5319,0.9872,0.3243,10.5173
38402,Minstrel-R1_L2P13,102,Minstrel,3,59,20180122,20180131,0.2488,0.4359,10.29,5.0887,2.5698,0.5919,0.5665,0.3008,7.2794
38403,Simba-R1_L2P14,132,Simba,3,60,20180122,20180131,0.3444,0.3524,11.6122,7.9523,2.485,1.12,0.4367,0.15,6.3839
38506,Ragtime-R1_L6P21,119,Ragtime,3,61,20180122,20180131,1.2063,1.1737,16.116,8.2399,7.3495,1.0353,4.3522,0.4812,28.5631
38507,Braemar-R1_L6P22,24,Braemar,3,62,20180122,20180131,0.4833,0.5825,13.9639,9.1159,2.8915,1.2744,0.3808,0.2415,7.2838
38508,Heris-R1_L6P23,76,Heris,3,63,20180122,20180131,0.5619,0.4766,12.9997,7.1166,1.9709,0.8601,1.4167,0.1797,7.5511
38509,Indola-R1_L6P24,83,Indola,3,64,20180122,20180131,0.2379,0.4798,10.8247,8.4113,2.9618,1.0736,0.0755,0.0343,6.2316
38511,Pitcher-R1_L7P2,112,Pitcher,3,65,20180122,20180131,1.4497,1.5219,16.6143,6.9168,5.1167,0.8522,3.5517,0.5187,23.6742
38514,Static-R1_L7P5,136,Static,3,66,20180122,20180131,1.256,1.3415,12.8253,5.6252,4.6549,0.7882,2.7633,0.2694,18.1526
38515,Maris mink-R1_L7P6,97,Maris mink,3,67,20180122,20180131,0.2222,0.2415,12.9949,9.698,2.0465,1.1955,0.149,0.0221,4.8832
38516,Fairytale-R1_L7P7,56,Fairytale,3,68,20180122,20180131,0.2048,0.204,8.354,4.8676,1.1701,0.4098,0.3659,0.1919,3.8436
38517,Thrift-R1_L7P8,142,Thrift,3,69,20180122,20180131,0.678,0.7725,12.9654,5.2192,3.8214,0.8578,3.3973,0.6332,15.3935
38518,Tankard-R1_L7P9,138,Tankard,4,70,20180122,20180201,1.3047,1.8789,15.8837,9.4837,4.8424,1.4233,3.016,1.9291,23.508
38519,Derkado-R1_L7P10,51,Derkado,4,71,20180122,20180201,0.6197,0.7054,11.8882,7.2478,2.3396,0.7937,1.4404,0.2887,9.375
38520,Chariot-R1_L7P11,37,Chariot,4,72,20180122,20180201,0.4491,0.7551,10.7011,8.4294,2.8322,0.7517,0.7374,0.2438,8.3344
38431,Tartan-R1_L3P18,140,Tartan,4,73,20180122,20180201,1.149,1.4835,16.2367,6.3807,4.8509,1.1254,3.4085,1.124,20.6296
38432,Annabell-R1_L3P19,11,Annabell,4,74,20180122,20180201,0.9665,0.8136,14.2748,6.4224,3.9914,1.0572,2.9135,0.1923,17.2815
38433,Jacinta-R1_L3P20,85,Jacinta,4,75,20180122,20180201,0.5874,0.8874,12.4882,6.9299,2.8382,0.7403,1.3074,0.3852,9.9692
38434,Cocktail-R1_L3P21,43,Cocktail,4,76,20180122,20180201,0.4898,0.6124,12.4501,6.4802,3.1131,0.5985,1.5769,0.1566,13.0065
38435,Trinidad-R1_L3P22,145,Trinidad,4,77,20180122,20180201,0.3466,0.3418,12.2841,8.2989,2.5402,0.9543,0.177,0.0885,5.7475
38436,Klaxon-R1_L3P23,88,Klaxon,4,78,20180122,20180201,0.6105,0.6998,11.9394,7.8593,3.7115,0.9785,2.7836,0.5652,14.6521
38437,Aapo-R1_L3P24,1,Aapo,4,79,20180122,20180201,0.3487,0.5533,13.0448,7.7024,3.2422,1.1896,0.6695,0.3266,8.5287
38438,Sacha-R1_L3P25,127,Sacha,4,80,20180122,20180201,0.7248,0.9799,15.8349,6.9811,2.8327,1.0925,1.552,0.1198,9.9828
38439,Calico-R1_L4P2,28,Calico,4,81,20180122,20180201,1.5772,2.1049,17.2387,7.4835,4.172,2.4458,2.4868,1.1588,20.7254
38440,Harry-R1_L4P3,71,Harry,4,82,20180122,20180201,1.0319,1.4968,15.875,6.3916,4.1348,1.0461,3.1292,0.8545,22.4644
38441,Saana-R1_L4P4,126,Saana,4,83,20180122,20180201,0.2481,0.6013,8.9072,5.4079,2.543,1.1789,0.3227,0.2166,6.4395
38445,check 2-R2_L4P8,58,Fleet,4,84,20180122,20180201,0.5598,0.7958,10.7598,5.2813,2.7001,1.2052,1.4484,0.5231,11.1784
38443,Formula-R1_L4P6,59,Formula,4,85,20180122,20180201,1.0956,1.1649,14.7062,4.6689,2.3976,0.6579,1.4653,0.2018,9.4105
38446,Macaw-R1_L4P9,96,Macaw,4,86,20180122,20180201,0.7605,1.4037,15.1387,5.8851,2.8577,0.6514,2.6295,0.9332,19.0683
38447,Kristaps-R1_L4P10,89,Kristaps,4,87,20180122,20180201,0.2874,0.3537,13.4778,8.465,1.9582,1.723,1.3058,0.1572,7.2336
38449,Pewter-R1_L4P12,110,Pewter,4,88,20180122,20180201,0.7911,0.7593,12.8426,8.1878,3.0339,0.7808,0.6752,0.107,9.2501
38448,Forum-R1_L4P11,60,Forum,4,89,20180122,20180201,1.0611,1.3465,13.8729,6.2669,4.1464,0.9767,2.3237,0.3294,17.2473
38450,Lithium-R1_L4P13,93,Lithium,4,90,20180122,20180201,1.3726,1.8933,15.6129,6.4726,3.8874,0.8497,1.9354,0.9709,15.4869
38451,Riviera-R1_L4P14,123,Riviera,4,91,20180122,20180201,0.4776,0.6784,12.4713,7.4477,3.1198,0.9589,1.5524,0.4815,10.6394
38452,Alabama-R1_L4P15,6,Alabama,4,92,20180122,20180201,0.82,0.9725,12.3065,7.2288,2.6152,0.8021,1.8153,0.1261,9.7298
38453,Melitta-R1_L4P16,99,Melitta,5,93,20180123,20180202,0.7393,0.9337,12.5244,6.4925,3.7426,1.0813,2.55,0.9503,16.8004
38454,Acapella-R1_L4P17,2,Acapella,5,94,20180123,20180202,0.447,0.4534,9.8303,5.8322,2.2855,0.6459,0.474,0.0387,6.0135
38455,Nimbus-R1_L4P18,105,Nimbus,5,95,20180123,20180202,0.6884,1.05,12.3962,5.8027,3.5973,0.8205,1.4483,0.3558,11.5657
38456,Waggon-R1_L4P19,154,Waggon,5,96,20180123,20180202,0.8803,1.2792,14.4553,7.6319,3.6202,1.1079,3.1821,1.6048,19.8399
38457,Orbit-R1_L4P20,108,Orbit,5,97,20180123,20180202,0.2686,0.2475,10.7364,6.6093,2.0579,0.8092,0.1239,0.0191,4.4113
38458,Ruja-R1_L4P21,125,Ruja,5,98,20180123,20180202,0.5924,0.7352,16.1673,5.2157,3.2678,1.0612,2.687,0.3182,13.9287
38459,Celebra-R1_L4P22,35,Celebra,5,99,20180123,20180202,0.2415,0.3559,9.1399,6.1775,2.0466,0.5238,0.2168,0.0883,4.6946
38460,Heather-R1_L4P23,74,Heather,5,100,20180123,20180202,0.2549,0.3001,11.0689,7.6713,2.6736,1.1957,0.403,0.2749,6.4232
38461,Draught-R1_L4P24,52,Draught,5,101,20180123,20180202,0.2884,0.3609,10.4016,6.5021,1.8379,0.7116,0.7304,0.3235,5.6467
38462,Livet-R1_L4P25,94,Livet,5,102,20180123,20180202,0.5191,0.5392,12.894,7.2868,4.2231,0.8101,2.008,0.1021,12.7541
38463,Alis-R1_L5P2,7,Alis,5,103,20180123,20180202,0.7914,1.0305,13.0605,7.4158,2.7958,0.5104,1.1057,0.2195,9.424
38582,check 1-R4_L9P25,78,Hindmarsh,5,104,20180123,20180202,0.3825,0.3029,12.1634,6.6217,2.5616,0.8697,0.4602,0.0902,6.1924
38465,Paramount-R1_L5P4,109,Paramount,5,105,20180123,20180202,1.6557,2.2321,16.688,5.4567,4.3326,1.3283,3.4571,1.3392,21.6098
38466,Sebastian-R1_L5P5,131,Sebastian,5,106,20180123,20180202,0.8257,1.0641,16.2996,7.5639,3.8243,0.8168,3.0235,0.703,15.8274
38467,Horizon-R1_L5P6,80,Horizon,5,107,20180123,20180202,0.852,1.1011,12.3831,5.9222,3.6582,0.6581,2.3951,0.7443,15.4217
38468,Amourette-R1_L5P7,9,Amourette,5,108,20180123,20180202,0.5299,0.6951,14.775,4.0555,2.6784,1.0173,3.45,1.0115,13.9116
38469,Danuta-R1_L5P8,49,Danuta,5,109,20180123,20180202,0.5176,0.3293,9.7465,5.1279,1.7828,0.7911,0.6268,0.1098,5.1302
38470,Hart-R1_L5P9,72,Hart,5,110,20180123,20180202,0.615,0.9163,13.0663,7.6546,3.0258,0.5448,1.5457,0.1079,10.0218
38471,Croydon-R1_L5P10,47,Croydon,5,111,20180123,20180202,0.6668,0.7642,12.1389,5.4836,3.5394,0.7687,3.2754,0.6377,15.4596
38472,Host-R1_L5P11,81,Host,5,112,20180123,20180202,0.7756,0.7908,13.9796,6.0064,3.5612,0.6272,2.9544,0.3576,15.5029
38473,Chieftain-R1_L5P12,39,Chieftain,5,113,20180123,20180202,0.1257,0.1434,8.2393,5.8105,2.2839,0.7353,0.066,0.0382,4.5117
38474,Barke-R1_L5P13,20,Barke,5,114,20180123,20180202,0.3003,0.4917,8.8355,5.2995,1.858,0.6629,1.1158,0.215,6.9784
38475,Clarity-R1_L5P14,41,Clarity,5,115,20180123,20180202,0.171,0.2027,8.102,5.3063,1.1294,0.6729,0.3936,0.0414,3.2381
38476,Ardila-R1_L5P15,13,Ardila,6,116,20180123,20180206,0.2877,0.3065,9.8691,6.0986,3.154,0.8731,0.3345,0.0579,5.7401
38477,Atlas-R1_L5P16,17,Atlas,6,117,20180123,20180206,0.3284,0.5537,10.6727,6.5969,3.4481,1.3351,0.2474,0.2366,6.4482
38478,Gull-R1_L5P17,68,Gull,6,118,20180123,20180206,0.4569,0.4634,11.457,5.1754,3.6399,0.8558,1.9716,0.1509,9.823
38479,Golden promise-R1_L5P18,65,Golden promise,6,119,20180123,20180206,0.4382,0.4903,11.1552,5.3196,1.9478,0.6412,1.0158,0.0756,5.4199
38480,Felicie-R1_L5P19,57,Felicie,6,120,20180123,20180206,0.6185,1.0267,9.9625,4.4476,2.3182,0.6649,1.8593,0.7286,9.8882
38481,check 2-R3_L5P20,58,Fleet,6,121,20180123,20180206,0.3298,0.3909,8.8965,3.7418,1.4638,0.7584,0.4887,0.1391,3.6187
38482,Toby-R1_L5P21,143,Toby,6,122,20180123,20180206,0.3031,0.1697,10.181,5.0104,1.3463,0.2659,0.3244,0.0711,3.0427
38484,Alliot-R1_L5P23,8,Alliot,6,123,20180123,20180206,0.4418,0.4706,9.0473,4.7581,2.5698,0.5043,1.5654,0.1352,7.4932
38485,Saloon-R1_L5P24,128,Saloon,6,124,20180123,20180206,0.1935,0.2085,10.728,5.3301,2.4699,0.5807,0.1946,0.1573,4.688
38486,Athos-R1_L5P25,16,Athos,6,125,20180123,20180206,0.2711,0.2408,9.6139,5.776,2.1151,1.056,0.1225,0.0417,3.8116
38487,Cribbage-R1_L6P2,46,Cribbage,6,126,20180123,20180206,0.9715,0.9459,13.4702,7.1396,4.1277,0.8515,3.5026,0.8889,16.3161
38488,Rasa-R1_L6P3,122,Rasa,6,127,20180123,20180206,0.3095,0.2615,11.2423,4.8861,1.8912,0.7891,1.2404,0.0722,5.8852
38489,Widre-R1_L6P4,157,Widre,6,128,20180123,20180206,0.5446,0.7786,14.5642,8.6256,3.4897,0.721,1.1971,0.4768,8.734
38490,Granta-R1_L6P5,67,Granta,6,129,20180123,20180206,0.5739,0.7583,13.07,7.2737,2.02,0.683,1.3554,0.6319,6.5534
38491,Ursa-R1_L6P6,150,Ursa,6,130,20180123,20180206,0.2218,0.2202,10.753,6.6827,1.6,1.0135,0.7613,0.1375,4.3724
38492,Berac-R1_L6P7,22,Berac,6,131,20180123,20180206,0.5127,0.4426,10.3263,4.53,1.6173,0.9678,0.8319,0.111,4.4433
38493,Casino-R1_L6P8,32,Casino,6,132,20180123,20180206,0.9827,1.137,13.5978,3.0861,3.2477,0.7691,2.5422,0.1357,9.8787
38494,check 3-R3_L6P9,103,Mundah,6,133,20180123,20180206,0.3669,0.4848,10.6731,3.2936,2.0869,0.4742,1.3102,0.2496,6.0253
38495,Polygena-R1_L6P10,114,Polygena,6,134,20180123,20180206,0.4162,0.5245,10.4665,5.7288,2.2047,0.381,0.9968,0.3768,7.651
38496,Drum-R1_L6P11,53,Drum,6,135,20180123,20180206,0.2393,0.2938,10.2602,7.3716,2.2352,0.6881,0.1239,0.1027,4.1971
38497,Akita-R1_L6P12,5,Akita,6,136,20180123,20180206,0.2349,0.2159,7.7507,6.5093,1.0744,0.4708,0.0446,-0.0041,2.0027
38498,Delibes-R1_L6P13,50,Delibes,6,137,20180123,20180206,0.2265,0.2795,8.2396,5.6313,2.543,0.8715,0.1002,0.0405,4.3405
38499,Midas-R1_L6P14,100,Midas,6,138,20180123,20180206,0.5598,0.4982,12.0894,6.3323,2.2278,0.4488,1.2253,0.229,7.3835
38500,Berillyum-R1_L6P15,23,Berillyum,7,139,20180125,20180207,0.6361,0.945,14.688,5.7901,3.2891,0.5645,1.7966,1.1042,11.8635
38501,Athena-R1_L6P16,15,Athena,7,140,20180125,20180207,1.0085,0.7807,11.531,4.9091,4.6621,0.5541,2.8755,0.2839,13.9748
38502,Thistle-R1_L6P17,141,Thistle,7,141,20180125,20180207,0.2844,0.5095,10.44,5.7216,1.5441,0.5475,0.521,0.2297,4.0301
38503,Brazil-R1_L6P18,25,Brazil,7,142,20180125,20180207,0.2548,0.3365,10.182,6.1373,1.8755,0.5398,0.3811,0.2076,4.2175
38504,Weitor-R1_L6P19,155,Weitor,7,143,20180125,20180207,0.3701,0.5636,13.2396,6.4757,2.5401,1.2005,1.144,0.5614,7.2625
38505,Crusader-R1_L6P20,48,Crusader,7,144,20180125,20180207,0.8942,1.0157,12.6541,5.2565,3.3881,0.6167,1.0746,0.4334,9.0224
38521,Rainbow-R1_L7P12,120,Rainbow,7,145,20180125,20180207,0.3458,0.4482,10.5694,4.8721,2.1408,0.5743,1.0782,0.579,6.5376
38522,Skittle-R1_L7P13,134,Skittle,7,146,20180125,20180207,0.9397,0.9008,13.5305,5.1503,3.8495,0.7707,2.559,0.8749,13.9398
38523,Mikado-R1_L7P14,101,Mikado,7,147,20180125,20180207,0.2986,0.3593,9.437,6.0739,1.5626,0.4431,0.7749,0.2069,4.3814
38524,Colada-R1_L7P15,44,Colada,7,148,20180125,20180207,0.2964,0.3228,11.3843,5.4354,1.9161,0.5062,0.4927,0.1372,4.5474
38525,Rakaia-R1_L7P16,121,Rakaia,7,149,20180125,20180207,0.4035,0.4612,10.4981,4.871,2.4318,0.6259,1.1108,0.393,6.6398
38526,Tyne-R1_L7P17,149,Tyne,7,150,20180125,20180207,0.3838,0.4499,10.7443,6.6655,1.3577,0.5734,0.506,0.0524,3.7026
38527,Laird-R1_L7P18,90,Laird,7,151,20180125,20180207,0.1792,0.3702,11.6018,5.6767,2.1886,0.5401,0.9301,0.1989,5.5174
38528,Novello-R1_L7P19,106,Novello,7,152,20180125,20180207,0.3987,0.3109,9.9259,5.3967,2.3895,0.4017,0.6788,0.0997,5.7165
38529,Class-R1_L7P20,42,Class,7,153,20180125,20180207,0.4542,0.745,9.7449,4.3436,1.7576,0.678,1.2509,0.5539,7.4187
38531,Cooper-R1_L7P22,45,Cooper,7,154,20180125,20180207,0.2214,0.2761,10.2836,6.9872,2.5838,0.6236,0.2563,0.1023,4.8598
38532,Optic-R1_L7P23,107,Optic,7,155,20180125,20180207,0.2324,0.3353,11.0548,6.5921,2.306,0.498,0.107,0.0982,4.2118
38530,Piccolo-R1_L7P21,111,Piccolo,7,156,20180125,20180207,0.176,0.2031,7.0372,2.3113,1.023,0.5768,0.0103,-0.0025,6.1161
38533,Heron-R1_L7P24,77,Heron,7,157,20180125,20180207,0.3382,0.5108,10.5918,4.6348,2.8081,0.3596,0.633,0.1773,5.9245
38534,Isabella-R1_L7P25,84,Isabella,7,158,20180125,20180207,0.4642,0.4996,10.9305,4.7346,2.1264,0.3442,1.2366,0.3964,6.6499
38535,Ragtime-R2_L8P2,119,Ragtime,7,159,20180125,20180207,0.6681,0.7828,12.5671,6.3357,4.6481,1.0007,3.3299,0.7135,15.917
38536,Rainbow-R2_L8P3,120,Rainbow,7,160,20180125,20180207,0.1715,0.1032,10.0498,4.9646,2.8899,1.0806,0.0538,0.0023,4.7301
38537,Gant-R2_L8P4,63,Gant,7,161,20180125,20180207,0.4318,0.5634,12.0922,7.6162,2.1522,0.3069,0.5029,0.0784,4.7989
38710,Starlight-R3_L15P9,135,Starlight,8,162,20180129,20180208,0.9654,1.0574,11.5882,4.6664,3.571,0.6061,2.1787,0.359,11.9328
38539,Auriga-R2_L8P6,18,Auriga,8,163,20180129,20180208,0.8562,0.7712,13.9124,6.7425,4.323,0.6123,2.1316,0.3435,14.0579
38538,Melitta-R2_L8P5,99,Melitta,8,164,20180129,20180208,0.3299,0.5266,8.2093,5.8891,2.1158,0.5296,1.1743,0.3203,6.7613
38541,Tyne-R2_L8P8,149,Tyne,8,165,20180129,20180208,0.3098,0.412,11.6359,6.5266,1.6835,0.7358,0.038,-0.0063,3.0414
38540,Turnberry-R2_L8P7,148,Turnberry,8,166,20180129,20180208,0.3737,0.4361,12.1874,4.9072,2.5999,0.3561,1.2383,0.3869,6.9606
38542,Fairytale-R2_L8P9,56,Fairytale,8,167,20180129,20180208,0.2729,0.2664,10.5326,4.2847,1.0947,0.4955,0.2418,0.0736,2.6062
38543,Avec-R2_L8P10,19,Avec,8,168,20180129,20180208,0.403,0.6636,10.4864,5.2934,2.14,1.0607,1.1223,0.1246,6.1858
38544,Keops-R2_L8P11,87,Keops,8,169,20180129,20180208,0.2433,0.3066,11.0988,6.7662,2.2552,0.8652,0.2612,0.1271,4.364
38545,Extract-R2_L8P12,55,Extract,8,170,20180129,20180208,0.5533,0.3985,12.013,5.4668,1.8302,1.0834,0.5766,0.3452,4.8317
38546,Pewter-R2_L8P13,110,Pewter,8,171,20180129,20180208,0.8885,0.8906,10.7131,4.727,3.2749,0.5067,1.3095,0.0995,9.6093
38547,Widre-R2_L8P14,157,Widre,8,172,20180129,20180208,0.5497,0.7251,16.0755,5.2615,3.5351,0.4832,1.7077,0.7089,10.5144
38548,Simba-R2_L8P15,132,Simba,8,173,20180129,20180208,0.2978,0.2966,12.3961,7.2533,2.4639,0.6426,1.0755,0.5015,6.6259
38549,Formula-R2_L8P16,59,Formula,8,174,20180129,20180208,0.1708,0.2524,11.6531,4.7719,1.4112,0.1919,0.1625,0.043,2.8189
38550,Troon-R2_L8P17,146,Troon,8,175,20180129,20180208,0.3347,0.276,13.105,6.693,2.7487,0.7071,0.5402,0.2944,5.8546
38551,Pitcher-R2_L8P18,112,Pitcher,8,176,20180129,20180208,0.7344,1.0066,13.8817,6.421,3.2476,0.606,2.5351,0.546,12.1589
